order_id,scheduled_deliver_date,deliver_date
104,4/12/2021,4/10/2021
105,4/17/2021,4/16/2021
106,4/15/2021,4/12/2021
107,4/18/2021,4/17/2021
108,4/14/2021,4/13/2021
109,4/10/2021,4/9/2021
110,4/11/2021,4/9/2021
111,4/19/2021,4/17/2021
112,4/18/2021,4/17/2021
113,4/13/2021,4/11/2021
114,4/17/2021,4/17/2021
115,4/14/2021,4/12/2021
116,4/21/2021,4/19/2021
117,4/12/2021,4/10/2021
118,4/13/2021,4/21/2021
119,4/16/2021,4/15/2021
120,4/30/2021,4/30/2021
121,4/13/2021,4/11/2021
122,4/20/2021,4/20/2021
123,4/12/2021,4/9/2021
124,4/12/2021,4/11/2021
125,4/16/2021,4/13/2021
126,4/13/2021,4/11/2021
127,4/20/2021,4/18/2021
128,4/22/2021,4/21/2021
129,4/15/2021,4/15/2021
130,4/19/2021,4/18/2021
131,4/20/2021,4/17/2021
132,4/14/2021,4/13/2021
133,4/23/2021,4/20/2021
134,4/23/2021,4/20/2021
135,4/17/2021,4/14/2021
136,4/22/2021,4/20/2021
137,4/16/2021,4/13/2021
138,4/15/2021,4/13/2021
139,4/17/2021,4/17/2021
140,4/21/2021,4/20/2021
141,4/18/2021,4/16/2021
142,4/23/2021,4/22/2021
143,5/1/2021,4/28/2021
144,4/20/2021,4/19/2021
145,4/20/2021,4/18/2021
146,4/24/2021,4/22/2021
147,5/1/2021,4/29/2021
148,4/30/2021,4/27/2021
149,5/1/2021,4/29/2021
150,5/3/2021,5/3/2021
151,5/5/2021,5/3/2021
152,5/22/2021,5/19/2021
153,5/2/2021,4/30/2021
154,4/27/2021,4/25/2021
155,4/27/2021,4/24/2021
156,4/25/2021,4/24/2021
157,5/2/2021,5/1/2021
158,5/5/2021,5/4/2021
159,5/2/2021,5/2/2021
160,4/28/2021,4/25/2021
161,5/7/2021,5/7/2021
162,5/6/2021,5/4/2021
163,5/5/2021,5/3/2021
164,5/1/2021,4/28/2021
165,4/29/2021,4/29/2021
166,5/8/2021,5/7/2021
167,5/27/2021,5/25/2021
168,5/11/2021,5/10/2021
169,5/11/2021,5/11/2021
170,5/2/2021,5/1/2021
171,5/10/2021,5/7/2021
172,5/11/2021,5/10/2021
173,5/14/2021,5/14/2021
174,5/8/2021,5/8/2021
175,5/9/2021,5/6/2021
176,5/5/2021,5/4/2021
177,5/10/2021,5/8/2021
178,5/4/2021,5/4/2021
179,5/2/2021,4/29/2021
180,5/11/2021,5/9/2021
181,5/8/2021,5/6/2021
182,5/3/2021,4/30/2021
183,5/11/2021,5/11/2021
184,5/7/2021,5/5/2021
185,5/10/2021,5/8/2021
186,5/9/2021,5/9/2021
187,5/24/2021,5/22/2021
188,5/11/2021,5/8/2021
189,5/4/2021,5/1/2021
190,5/7/2021,5/7/2021
191,5/14/2021,5/11/2021
192,5/4/2021,5/3/2021
193,5/10/2021,5/9/2021
194,5/7/2021,5/4/2021
195,5/4/2021,5/3/2021
196,5/5/2021,5/4/2021
197,5/9/2021,5/8/2021
198,5/19/2021,5/19/2021
199,5/28/2021,5/25/2021
200,5/18/2021,5/18/2021
201,5/14/2021,5/12/2021
202,5/26/2021,5/25/2021
203,5/18/2021,5/18/2021
204,5/15/2021,5/14/2021
205,5/10/2021,5/9/2021
206,5/14/2021,5/11/2021
207,6/6/2021,6/6/2021
208,5/11/2021,5/11/2021
209,5/13/2021,5/12/2021
210,5/13/2021,5/10/2021
211,5/12/2021,5/11/2021
212,5/21/2021,5/21/2021
213,5/21/2021,5/21/2021
214,5/18/2021,5/16/2021
215,5/26/2021,5/24/2021
216,5/27/2021,5/27/2021
217,5/17/2021,5/15/2021
218,5/16/2021,5/14/2021
219,5/23/2021,5/23/2021
220,5/19/2021,5/19/2021
221,5/20/2021,5/18/2021
222,5/17/2021,5/15/2021
223,5/16/2021,5/15/2021
224,5/21/2021,5/18/2021
225,5/22/2021,5/20/2021
226,5/22/2021,5/19/2021
227,5/22/2021,5/21/2021
228,5/19/2021,5/16/2021
229,5/17/2021,5/15/2021
230,5/25/2021,5/23/2021
231,5/24/2021,5/21/2021
232,5/18/2021,5/16/2021
233,5/25/2021,5/23/2021
234,5/18/2021,5/18/2021
235,5/19/2021,5/17/2021
236,5/25/2021,5/22/2021
237,5/28/2021,5/26/2021
238,6/19/2021,6/19/2021
239,5/27/2021,5/27/2021
240,5/27/2021,5/26/2021
241,5/27/2021,5/24/2021
242,5/22/2021,5/22/2021
243,5/27/2021,5/27/2021
244,6/2/2021,6/1/2021
245,6/4/2021,6/4/2021
246,5/28/2021,5/26/2021
247,6/1/2021,5/31/2021
248,6/3/2021,5/31/2021
249,6/2/2021,5/31/2021
250,5/30/2021,5/27/2021
251,5/31/2021,5/29/2021
252,5/28/2021,5/25/2021
253,6/3/2021,6/2/2021
254,5/28/2021,5/27/2021
255,5/31/2021,5/29/2021
256,6/2/2021,5/30/2021
257,6/3/2021,5/31/2021
258,5/31/2021,5/28/2021
259,5/30/2021,5/29/2021
260,6/16/2021,6/16/2021
261,5/27/2021,5/24/2021
262,6/26/2021,6/23/2021
263,5/29/2021,5/28/2021
264,6/15/2021,6/15/2021
265,6/8/2021,6/5/2021
266,6/6/2021,6/4/2021
267,6/10/2021,6/10/2021
268,6/5/2021,6/3/2021
269,6/21/2021,6/21/2021
270,6/6/2021,6/5/2021
271,6/11/2021,6/11/2021
272,6/15/2021,6/14/2021
273,6/14/2021,6/13/2021
274,6/16/2021,6/14/2021
275,6/17/2021,6/17/2021
276,6/8/2021,6/5/2021
277,6/18/2021,6/18/2021
278,6/11/2021,6/9/2021
279,7/2/2021,6/30/2021
280,6/21/2021,6/21/2021
281,6/17/2021,6/16/2021
282,6/9/2021,6/9/2021
283,6/23/2021,6/20/2021
284,6/14/2021,6/14/2021
285,6/18/2021,6/17/2021
286,6/17/2021,6/15/2021
287,6/20/2021,6/19/2021
288,6/30/2021,6/28/2021
289,6/17/2021,6/17/2021
290,6/16/2021,6/15/2021
291,7/9/2021,7/6/2021
292,6/16/2021,6/16/2021
293,6/20/2021,6/18/2021
294,6/18/2021,6/18/2021
295,6/13/2021,6/10/2021
296,6/14/2021,6/12/2021
297,6/22/2021,6/19/2021
298,6/18/2021,6/17/2021
299,6/15/2021,6/14/2021
300,6/20/2021,6/20/2021
301,6/15/2021,6/14/2021
302,6/20/2021,6/18/2021
303,6/14/2021,6/14/2021
304,6/21/2021,6/18/2021
305,6/22/2021,6/20/2021
306,6/13/2021,6/13/2021
307,6/20/2021,6/19/2021
308,6/14/2021,6/13/2021
309,6/18/2021,6/18/2021
310,6/23/2021,6/22/2021
311,6/22/2021,6/21/2021
312,6/23/2021,6/23/2021
313,6/15/2021,6/13/2021
314,6/24/2021,6/24/2021
315,6/26/2021,6/24/2021
316,6/20/2021,6/20/2021
317,6/25/2021,6/25/2021
318,6/19/2021,6/18/2021
319,6/19/2021,6/19/2021
320,6/20/2021,6/18/2021
321,6/29/2021,6/29/2021
322,6/29/2021,6/27/2021
323,7/4/2021,7/4/2021
324,6/23/2021,6/20/2021
325,6/27/2021,6/26/2021
326,6/22/2021,6/19/2021
327,7/13/2021,7/10/2021
328,6/25/2021,6/23/2021
329,6/20/2021,6/17/2021
330,6/27/2021,6/26/2021
331,7/1/2021,6/29/2021
332,7/6/2021,7/6/2021
333,7/9/2021,7/9/2021
334,7/2/2021,7/2/2021
335,7/5/2021,7/2/2021
336,7/3/2021,6/30/2021
337,6/30/2021,6/28/2021
338,6/30/2021,6/28/2021
339,7/4/2021,7/1/2021
340,7/5/2021,7/2/2021
341,7/2/2021,7/2/2021
342,7/5/2021,7/4/2021
343,6/29/2021,6/28/2021
344,6/30/2021,6/30/2021
345,7/7/2021,7/7/2021
346,6/30/2021,6/27/2021
347,7/19/2021,7/18/2021
348,7/20/2021,7/20/2021
349,7/20/2021,7/19/2021
350,7/11/2021,7/8/2021
351,7/9/2021,7/8/2021
352,7/8/2021,7/7/2021
353,7/4/2021,7/4/2021
354,7/26/2021,7/25/2021
355,7/4/2021,7/2/2021
356,7/5/2021,7/2/2021
357,7/7/2021,7/5/2021
358,7/3/2021,7/2/2021
359,7/12/2021,7/11/2021
360,7/6/2021,7/3/2021
361,7/3/2021,6/30/2021
362,7/6/2021,7/3/2021
363,7/7/2021,7/4/2021
364,7/8/2021,7/7/2021
365,7/2/2021,6/29/2021
366,7/4/2021,7/4/2021
367,7/14/2021,7/14/2021
368,7/7/2021,7/6/2021
369,7/14/2021,7/13/2021
370,7/11/2021,7/8/2021
371,7/13/2021,7/12/2021
372,7/4/2021,7/4/2021
373,7/4/2021,7/4/2021
374,8/1/2021,7/29/2021
375,7/20/2021,7/19/2021
376,7/16/2021,7/15/2021
377,7/14/2021,7/13/2021
378,7/9/2021,7/7/2021
379,7/8/2021,7/7/2021
380,7/30/2021,7/30/2021
381,7/9/2021,7/8/2021
382,7/11/2021,7/8/2021
383,7/13/2021,7/10/2021
384,7/19/2021,7/19/2021
385,7/21/2021,7/18/2021
386,8/1/2021,8/11/2021
387,7/31/2021,7/29/2021
388,7/12/2021,7/12/2021
389,7/17/2021,7/17/2021
390,7/21/2021,7/19/2021
391,7/16/2021,7/13/2021
392,7/14/2021,7/11/2021
393,7/13/2021,7/12/2021
394,7/21/2021,7/19/2021
395,7/23/2021,7/20/2021
396,7/17/2021,7/15/2021
397,7/23/2021,7/25/2021
398,7/18/2021,7/18/2021
399,7/17/2021,7/14/2021
400,7/25/2021,7/22/2021
401,7/22/2021,7/22/2021
402,7/19/2021,7/17/2021
403,7/15/2021,7/14/2021
404,7/17/2021,7/14/2021
405,7/24/2021,7/23/2021
406,7/21/2021,7/19/2021
407,7/23/2021,7/22/2021
408,7/16/2021,7/13/2021
409,7/21/2021,7/18/2021
410,7/17/2021,7/17/2021
411,8/12/2021,8/10/2021
412,7/18/2021,7/15/2021
413,7/22/2021,7/19/2021
414,7/16/2021,7/16/2021
415,7/20/2021,7/18/2021
416,8/14/2021,8/14/2021
417,7/26/2021,8/4/2021
418,7/28/2021,7/27/2021
419,7/19/2021,7/19/2021
420,7/31/2021,7/31/2021
421,7/28/2021,7/26/2021
422,8/18/2021,8/15/2021
423,7/28/2021,7/28/2021
424,7/22/2021,7/22/2021
425,7/21/2021,7/18/2021
426,7/28/2021,7/26/2021
427,7/26/2021,7/26/2021
428,7/21/2021,7/19/2021
429,8/7/2021,8/6/2021
430,8/1/2021,8/1/2021
431,8/17/2021,8/17/2021
432,7/24/2021,7/23/2021
433,7/26/2021,7/23/2021
434,7/29/2021,7/27/2021
435,8/2/2021,7/31/2021
436,7/25/2021,7/24/2021
437,8/6/2021,8/4/2021
438,8/2/2021,7/31/2021
439,8/2/2021,8/1/2021
440,8/2/2021,7/31/2021
441,8/4/2021,8/3/2021
442,8/3/2021,7/31/2021
443,7/30/2021,7/28/2021
444,8/6/2021,8/5/2021
445,7/29/2021,7/27/2021
446,8/2/2021,8/1/2021
447,8/2/2021,7/30/2021
448,8/5/2021,8/2/2021
449,7/29/2021,7/28/2021
450,8/2/2021,8/2/2021
451,8/2/2021,7/31/2021
452,8/8/2021,8/8/2021
453,8/4/2021,8/3/2021
454,8/21/2021,8/18/2021
455,8/3/2021,7/31/2021
456,8/12/2021,8/12/2021
457,8/6/2021,8/3/2021
458,8/10/2021,8/7/2021
459,8/13/2021,8/13/2021
460,8/5/2021,8/4/2021
461,8/20/2021,8/19/2021
462,8/14/2021,8/14/2021
463,8/13/2021,8/10/2021
464,9/3/2021,9/3/2021
465,8/7/2021,8/5/2021
466,8/8/2021,8/7/2021
467,8/14/2021,8/13/2021
468,8/11/2021,8/8/2021
469,8/17/2021,8/17/2021
470,8/10/2021,8/9/2021
471,8/9/2021,8/9/2021
472,8/10/2021,8/8/2021
473,8/14/2021,8/14/2021
474,8/14/2021,8/14/2021
475,8/8/2021,8/6/2021
476,8/14/2021,8/13/2021
477,9/8/2021,9/6/2021
478,8/19/2021,8/17/2021
479,8/16/2021,8/16/2021
480,8/27/2021,8/25/2021
481,8/18/2021,8/18/2021
482,8/14/2021,8/14/2021
483,8/16/2021,8/13/2021
484,8/15/2021,8/12/2021
485,8/20/2021,8/20/2021
486,8/13/2021,8/12/2021
487,8/18/2021,8/15/2021
488,8/11/2021,8/8/2021
489,8/18/2021,8/17/2021
490,8/14/2021,8/11/2021
491,8/21/2021,8/18/2021
492,8/17/2021,8/14/2021
493,8/22/2021,8/22/2021
494,8/16/2021,8/13/2021
495,8/15/2021,8/13/2021
496,8/17/2021,8/17/2021
497,8/17/2021,8/16/2021
498,8/18/2021,8/16/2021
499,8/24/2021,8/21/2021
500,8/26/2021,8/28/2021
501,8/22/2021,8/20/2021
502,8/23/2021,8/20/2021
503,8/21/2021,8/18/2021
504,8/20/2021,8/17/2021
505,8/30/2021,8/27/2021
506,8/29/2021,8/26/2021
507,9/18/2021,9/15/2021
508,8/24/2021,8/23/2021
509,8/30/2021,8/28/2021
510,8/28/2021,8/28/2021
511,8/29/2021,8/27/2021
512,9/3/2021,9/1/2021
513,9/23/2021,9/21/2021
514,8/30/2021,8/29/2021
515,8/31/2021,8/31/2021
516,9/7/2021,9/4/2021
517,8/26/2021,8/23/2021
518,9/4/2021,9/4/2021
519,8/27/2021,8/24/2021
520,9/18/2021,9/15/2021
521,9/5/2021,9/2/2021
522,8/29/2021,8/26/2021
523,8/28/2021,8/26/2021
524,8/28/2021,8/26/2021
525,9/7/2021,9/6/2021
526,9/5/2021,9/4/2021
527,9/3/2021,8/31/2021
528,9/2/2021,9/1/2021
529,9/10/2021,9/7/2021
530,9/4/2021,9/1/2021
531,9/7/2021,9/7/2021
532,9/5/2021,9/2/2021
533,8/30/2021,8/30/2021
534,9/3/2021,9/1/2021
535,9/26/2021,9/26/2021
536,9/5/2021,9/4/2021
537,9/6/2021,9/6/2021
538,9/11/2021,9/8/2021
539,9/7/2021,9/7/2021
540,10/3/2021,10/2/2021
541,9/9/2021,9/8/2021
542,9/12/2021,9/12/2021
543,9/10/2021,9/8/2021
544,9/11/2021,9/8/2021
545,9/5/2021,9/3/2021
546,9/9/2021,9/9/2021
547,9/7/2021,9/7/2021
548,9/10/2021,9/7/2021
549,10/1/2021,9/28/2021
550,9/14/2021,9/13/2021
551,9/8/2021,9/5/2021
552,9/13/2021,9/13/2021
553,9/7/2021,9/7/2021
554,9/12/2021,9/11/2021
555,9/18/2021,9/16/2021
556,9/20/2021,9/20/2021
557,9/10/2021,9/10/2021
558,9/12/2021,9/11/2021
559,9/13/2021,9/13/2021
560,9/12/2021,9/10/2021
561,9/18/2021,9/18/2021
562,9/22/2021,9/22/2021
563,9/11/2021,9/10/2021
564,9/14/2021,9/13/2021
565,9/19/2021,9/17/2021
566,10/3/2021,10/2/2021
567,9/27/2021,9/25/2021
568,9/23/2021,9/21/2021
569,9/25/2021,9/22/2021
570,9/26/2021,9/23/2021
571,9/18/2021,9/16/2021
572,9/23/2021,9/21/2021
573,9/25/2021,9/23/2021
574,10/15/2021,10/14/2021
575,9/28/2021,9/28/2021
576,9/29/2021,9/29/2021
577,9/21/2021,9/21/2021
578,9/27/2021,9/26/2021
579,9/23/2021,9/22/2021
580,9/30/2021,9/30/2021
581,9/27/2021,9/24/2021
582,9/23/2021,9/22/2021
583,9/27/2021,9/25/2021
584,9/30/2021,9/30/2021
585,9/24/2021,9/23/2021
586,10/1/2021,9/30/2021
587,10/17/2021,10/15/2021
588,9/27/2021,9/25/2021
589,9/27/2021,9/27/2021
590,10/3/2021,10/1/2021
591,10/24/2021,10/21/2021
592,10/16/2021,10/15/2021
593,9/27/2021,9/26/2021
594,9/30/2021,9/28/2021
595,9/29/2021,9/27/2021
596,10/15/2021,10/13/2021
597,9/28/2021,9/28/2021
598,9/28/2021,9/28/2021
599,9/28/2021,9/28/2021
600,10/6/2021,10/4/2021
601,10/2/2021,9/29/2021
602,9/28/2021,9/26/2021
603,9/30/2021,9/28/2021
604,9/28/2021,9/27/2021
605,9/30/2021,9/28/2021
606,10/4/2021,10/3/2021
607,10/9/2021,10/6/2021
608,10/3/2021,10/2/2021
609,10/8/2021,10/5/2021
610,10/1/2021,10/1/2021
611,10/18/2021,10/18/2021
612,10/4/2021,10/1/2021
613,10/9/2021,10/6/2021
614,10/11/2021,10/11/2021
615,10/6/2021,10/3/2021
616,10/8/2021,10/6/2021
617,10/13/2021,10/12/2021
618,10/31/2021,10/30/2021
619,10/8/2021,10/6/2021
620,10/15/2021,10/20/2021
621,10/10/2021,10/10/2021
622,10/20/2021,10/17/2021
623,10/12/2021,10/12/2021
624,10/12/2021,10/10/2021
625,10/11/2021,10/9/2021
626,10/16/2021,10/14/2021
627,10/8/2021,10/5/2021
628,10/17/2021,10/16/2021
629,10/14/2021,10/18/2021
630,10/28/2021,10/28/2021
631,10/9/2021,10/6/2021
632,10/15/2021,10/13/2021
633,10/16/2021,10/15/2021
634,10/17/2021,10/15/2021
635,10/14/2021,10/11/2021
636,10/18/2021,10/18/2021
637,10/10/2021,10/10/2021
638,10/10/2021,10/10/2021
639,11/8/2021,11/6/2021
640,10/16/2021,10/13/2021
641,10/17/2021,10/14/2021
642,10/15/2021,10/12/2021
643,10/14/2021,10/11/2021
644,10/17/2021,10/15/2021
645,10/18/2021,10/16/2021
646,10/15/2021,10/12/2021
647,10/22/2021,10/21/2021
648,10/26/2021,10/25/2021
649,10/24/2021,10/21/2021
650,10/22/2021,10/21/2021
651,10/27/2021,10/24/2021
652,10/25/2021,10/25/2021
653,10/25/2021,10/24/2021
654,10/20/2021,10/19/2021
655,11/17/2021,11/15/2021
656,10/22/2021,10/20/2021
657,10/29/2021,10/27/2021
658,10/24/2021,10/21/2021
659,10/24/2021,10/21/2021
660,10/26/2021,10/24/2021
661,10/28/2021,10/25/2021
662,10/23/2021,10/23/2021
663,10/25/2021,10/24/2021
664,10/29/2021,10/29/2021
665,10/30/2021,10/27/2021
666,10/30/2021,10/28/2021
667,11/1/2021,10/29/2021
668,11/13/2021,11/11/2021
669,11/3/2021,10/31/2021
670,10/31/2021,10/28/2021
671,10/27/2021,11/5/2021
672,10/29/2021,10/27/2021
673,10/29/2021,10/28/2021
674,10/29/2021,10/29/2021
675,10/28/2021,10/28/2021
676,11/5/2021,11/2/2021
677,11/1/2021,10/29/2021
678,10/28/2021,10/26/2021
679,11/1/2021,10/30/2021
680,10/30/2021,10/30/2021
681,10/29/2021,10/27/2021
682,10/31/2021,10/30/2021
683,11/5/2021,11/4/2021
684,10/28/2021,10/28/2021
685,11/5/2021,11/5/2021
686,11/5/2021,11/3/2021
687,11/3/2021,10/31/2021
688,11/10/2021,11/10/2021
689,10/31/2021,10/30/2021
690,10/31/2021,10/31/2021
691,11/8/2021,11/6/2021
692,11/2/2021,11/1/2021
693,11/2/2021,10/31/2021
694,11/2/2021,10/30/2021
695,11/2/2021,10/30/2021
696,11/15/2021,11/15/2021
697,11/12/2021,11/10/2021
698,11/4/2021,11/4/2021
699,11/7/2021,11/6/2021
700,11/4/2021,11/1/2021
701,11/3/2021,11/2/2021
702,11/8/2021,11/7/2021
703,11/9/2021,11/7/2021
704,11/7/2021,11/4/2021
705,11/7/2021,11/5/2021
706,11/3/2021,10/31/2021
707,11/23/2021,11/21/2021
708,11/7/2021,11/7/2021
709,11/6/2021,11/3/2021
710,11/7/2021,11/4/2021
711,11/7/2021,11/7/2021
712,11/9/2021,11/8/2021
713,11/8/2021,11/5/2021
714,11/6/2021,11/5/2021
715,11/4/2021,11/4/2021
716,11/8/2021,11/7/2021
717,11/6/2021,11/6/2021
718,11/8/2021,11/6/2021
719,11/11/2021,11/10/2021
720,11/12/2021,11/9/2021
721,11/14/2021,11/14/2021
722,11/11/2021,11/8/2021
723,12/2/2021,12/1/2021
724,11/14/2021,11/12/2021
725,11/14/2021,11/12/2021
726,11/9/2021,11/6/2021
727,11/16/2021,11/16/2021
728,11/16/2021,11/14/2021
729,11/9/2021,11/7/2021
730,11/10/2021,11/7/2021
731,11/12/2021,11/9/2021
732,11/8/2021,11/5/2021
733,11/16/2021,11/15/2021
734,11/14/2021,11/13/2021
735,11/27/2021,11/24/2021
736,11/17/2021,11/15/2021
737,11/21/2021,11/21/2021
738,11/19/2021,11/16/2021
739,11/19/2021,11/24/2021
740,11/15/2021,11/13/2021
741,11/20/2021,11/18/2021
742,11/14/2021,11/13/2021
743,11/20/2021,11/18/2021
744,11/22/2021,11/20/2021
745,11/18/2021,11/16/2021
746,11/16/2021,11/14/2021
747,11/26/2021,11/25/2021
748,11/23/2021,11/23/2021
749,11/21/2021,11/18/2021
750,11/17/2021,11/15/2021
751,11/19/2021,11/17/2021
752,11/17/2021,11/16/2021
753,11/19/2021,11/16/2021
754,11/18/2021,11/16/2021
755,11/24/2021,11/21/2021
756,12/10/2021,12/7/2021
757,11/21/2021,11/21/2021
758,11/20/2021,11/20/2021
759,11/23/2021,11/22/2021
760,11/24/2021,11/23/2021
761,11/23/2021,11/22/2021
762,12/2/2021,11/30/2021
763,11/24/2021,12/1/2021
764,11/21/2021,11/27/2021
765,11/26/2021,11/24/2021
766,11/28/2021,11/27/2021
767,11/23/2021,11/20/2021
768,11/24/2021,11/21/2021
769,11/24/2021,11/21/2021
770,11/23/2021,11/23/2021
771,11/25/2021,11/25/2021
772,11/29/2021,11/28/2021
773,11/22/2021,11/19/2021
774,11/23/2021,11/21/2021
775,12/12/2021,12/12/2021
776,11/23/2021,11/20/2021
777,12/2/2021,11/30/2021
778,12/5/2021,12/5/2021
779,11/24/2021,11/21/2021
780,11/30/2021,11/27/2021
781,12/5/2021,12/5/2021
782,11/28/2021,11/26/2021
783,12/1/2021,11/30/2021
784,11/27/2021,11/24/2021
785,11/23/2021,11/22/2021
786,11/29/2021,11/28/2021
787,12/1/2021,11/29/2021
788,12/3/2021,12/3/2021
789,11/26/2021,11/26/2021
790,11/30/2021,11/27/2021
791,11/27/2021,11/24/2021
792,11/24/2021,11/21/2021
793,11/28/2021,11/25/2021
794,12/5/2021,12/3/2021
795,12/6/2021,12/4/2021
796,12/6/2021,12/6/2021
797,11/30/2021,11/28/2021
798,11/30/2021,11/30/2021
799,12/9/2021,12/9/2021
800,12/6/2021,12/4/2021
801,12/9/2021,12/7/2021
802,12/29/2021,12/27/2021
803,12/26/2021,12/24/2021
804,12/2/2021,11/29/2021
805,11/30/2021,11/28/2021
806,12/2/2021,11/29/2021
807,12/9/2021,12/8/2021
808,12/4/2021,12/4/2021
809,12/5/2021,12/3/2021
810,12/3/2021,12/1/2021
811,12/4/2021,12/3/2021
812,12/2/2021,11/30/2021
813,12/6/2021,12/6/2021
814,12/4/2021,12/1/2021
815,12/12/2021,12/12/2021
816,12/10/2021,12/9/2021
817,12/7/2021,12/6/2021
818,12/22/2021,12/22/2021
819,12/16/2021,12/13/2021
820,12/15/2021,12/13/2021
821,12/28/2021,12/28/2021
822,12/19/2021,12/19/2021
823,12/27/2021,12/25/2021
824,12/14/2021,12/11/2021
825,12/17/2021,12/15/2021
826,12/14/2021,12/12/2021
827,12/11/2021,12/9/2021
828,12/13/2021,12/11/2021
829,12/9/2021,12/8/2021
830,12/19/2021,12/17/2021
831,12/17/2021,12/17/2021
832,12/16/2021,12/13/2021
833,12/18/2021,12/15/2021
834,12/19/2021,12/16/2021
835,12/23/2021,12/23/2021
836,12/27/2021,12/25/2021
837,12/17/2021,12/14/2021
838,12/17/2021,12/15/2021
839,12/20/2021,12/18/2021
840,12/22/2021,12/21/2021
841,12/14/2021,12/11/2021
842,12/13/2021,12/13/2021
843,12/17/2021,12/16/2021
844,1/4/2022,1/1/2022
845,12/20/2021,12/20/2021
846,12/15/2021,12/15/2021
847,12/20/2021,12/19/2021
848,12/24/2021,12/23/2021
849,12/24/2021,12/23/2021
850,1/2/2022,1/2/2022
851,12/21/2021,12/18/2021
852,12/23/2021,12/21/2021
853,12/27/2021,12/27/2021
854,12/24/2021,12/24/2021
855,1/7/2022,1/5/2022
856,12/21/2021,12/19/2021
857,12/23/2021,12/23/2021
858,12/25/2021,12/23/2021
859,12/22/2021,12/21/2021
860,12/27/2021,12/26/2021
861,12/29/2021,12/29/2021
862,12/25/2021,12/23/2021
863,1/8/2022,1/12/2022
864,1/4/2022,1/1/2022
865,1/14/2022,1/13/2022
866,12/26/2021,12/25/2021
867,1/28/2022,1/27/2022
868,1/3/2022,1/2/2022
869,1/1/2022,12/30/2021
870,1/8/2022,1/7/2022
871,1/3/2022,1/3/2022
872,1/6/2022,1/4/2022
