order_line_id,order_id,product_supplier_id,design_id,quantity,discount_id
195,96,2,76,4,
196,96,2,119,2,
197,97,1,56,3,
198,97,67,121,4,
199,98,24,29,4,
200,98,74,67,2,
201,99,39,15,3,
202,99,17,82,4,
203,100,11,142,1,
204,100,30,140,3,
205,101,35,12,3,
206,101,59,47,1,
207,102,75,12,4,
208,102,41,101,3,
209,103,11,24,2,
210,103,30,63,4,
211,104,3,69,5,
212,104,67,73,2,
213,105,19,122,4,
214,105,13,61,3,
215,106,5,134,5,
216,106,23,89,1,
217,107,65,121,3,
218,107,75,2,3,
219,108,9,62,2,
220,108,56,43,2,
221,109,9,43,1,
222,109,12,9,3,
223,109,58,70,2,
224,110,57,145,5,
225,110,22,21,4,
226,111,77,15,2,
227,111,5,73,2,
228,112,38,68,1,
229,112,39,16,2,
230,113,20,83,1,
231,113,73,60,5,
232,114,42,100,3,
233,114,24,126,1,
234,115,46,91,3,
235,115,55,29,2,
236,116,39,19,2,
237,116,14,18,1,
238,117,5,107,4,
239,117,53,21,4,
240,118,13,21,1,
241,118,49,49,2,
242,119,40,14,1,
243,119,13,121,3,
244,120,70,118,6,
245,120,45,60,2,
246,121,59,16,4,
247,121,61,73,3,
248,122,73,55,2,
249,122,40,94,3,
250,123,28,114,2,
251,123,54,53,1,
252,124,41,143,3,
253,124,31,105,1,
254,125,60,26,1,
255,125,4,102,3,
256,126,71,47,2,
257,126,77,135,1,
258,127,11,76,3,
259,127,16,144,3,
260,128,51,22,3,
261,128,30,114,2,
262,129,4,106,2,
263,129,63,57,2,
264,130,7,91,3,
265,130,47,62,1,
266,131,49,39,2,
267,131,5,144,3,
268,132,47,55,5,
269,132,66,97,2,
270,132,59,143,4,
271,133,9,38,1,
272,133,19,129,2,
273,134,18,70,3,
274,134,9,133,1,
275,135,37,117,1,
276,135,72,26,2,
277,136,11,34,3,
278,136,13,138,3,
279,137,76,50,5,
280,137,72,70,3,
281,138,16,85,2,
282,138,11,89,1,
283,139,34,16,4,
284,139,9,21,1,
285,140,40,27,5,
286,140,13,121,2,
287,141,62,1,2,
288,141,5,142,2,
289,142,35,107,3,
290,142,68,29,1,
291,143,22,124,1,
292,143,55,66,1,
293,144,59,127,1,
294,144,13,108,3,
295,145,14,23,1,
296,145,38,80,1,
297,146,30,55,1,
298,146,52,90,3,
299,147,28,129,2,
300,147,74,36,3,
301,148,17,87,3,
302,148,32,90,2,
303,149,9,45,2,
304,149,42,49,4,
305,150,39,126,4,
306,150,10,62,1,
307,151,23,17,1,
308,151,61,99,1,
309,152,1,62,3,
310,152,9,122,2,
311,153,61,123,2,
312,153,11,15,4,
313,154,6,102,1,
314,154,27,10,3,
315,155,9,110,2,
316,155,35,22,3,
317,155,53,23,2,
318,156,2,35,5,
319,156,62,29,3,
320,157,71,90,4,
321,157,64,30,2,
322,158,77,104,2,
323,158,73,40,5,
324,159,75,22,3,
325,159,70,113,1,
326,160,28,134,1,
327,160,22,37,2,
328,161,52,74,1,
329,161,58,81,1,
330,162,2,107,3,
331,162,25,119,2,
332,163,75,95,4,
333,163,60,88,2,
334,164,21,134,2,
335,164,59,34,3,
336,165,42,98,1,
337,165,34,7,6,
338,166,75,140,2,
339,166,1,107,3,
340,167,9,121,4,
341,167,58,42,6,
342,168,76,89,2,
343,168,30,122,3,
344,169,75,17,2,
345,169,6,48,3,
346,170,29,46,1,
347,170,65,126,5,
348,171,39,70,4,
349,171,6,44,1,
350,172,69,116,3,
351,172,31,70,4,
352,173,39,133,4,
353,173,13,11,2,
354,174,26,119,1,
355,174,7,57,4,
356,175,9,3,1,
357,175,7,10,4,
358,176,63,67,1,
359,176,9,142,2,
360,177,22,47,4,
361,177,23,114,1,
362,178,12,66,4,
363,178,67,145,1,
364,179,27,99,2,
365,179,13,31,6,
366,179,75,2,2,
367,180,71,5,1,
368,180,64,45,5,
369,181,52,48,1,
370,181,33,36,4,
371,182,2,42,1,
372,182,13,36,1,
373,183,49,19,2,
374,183,59,63,2,
375,184,67,64,3,
376,184,3,23,2,
377,185,13,37,2,
378,185,47,16,4,
379,186,52,89,2,
380,186,12,59,4,
381,187,65,31,4,
382,187,24,66,1,
383,188,24,130,3,
384,188,44,22,6,
385,189,52,122,2,
386,189,42,7,4,
387,190,29,44,3,
388,190,24,85,1,
389,191,22,6,2,
390,191,13,6,2,
391,192,65,71,2,
392,192,55,133,2,
393,193,52,18,2,
394,193,54,121,3,
395,194,24,17,1,
396,194,9,44,2,
397,195,28,71,6,
398,195,46,37,2,
399,196,21,61,1,
400,196,31,46,4,
401,197,47,33,6,
402,197,49,7,3,
403,198,39,92,1,
404,198,76,17,1,
405,199,13,121,4,
406,199,56,130,1,
407,200,9,21,2,
408,200,31,125,3,
409,201,6,25,5,
410,201,36,14,2,
411,202,48,143,4,
412,202,9,43,3,
413,202,71,132,3,
414,203,31,137,2,
415,203,63,37,3,
416,204,71,60,4,
417,204,9,117,5,
418,205,7,70,2,
419,205,39,33,3,
420,206,71,82,3,
421,206,52,78,2,
422,207,41,72,2,
423,207,53,88,5,
424,208,76,24,5,
425,208,64,126,4,
426,209,47,3,2,
427,209,50,37,4,
428,210,19,132,3,
429,210,9,20,1,
430,211,22,74,4,
431,211,60,60,2,
432,212,77,23,1,
433,212,8,50,3,
434,213,55,53,3,
435,213,25,94,2,
436,214,60,103,1,
437,214,6,10,4,
438,215,31,141,3,
439,215,11,58,4,
440,216,59,80,1,
441,216,45,107,4,
442,217,24,116,1,
443,217,4,58,3,
444,218,55,19,5,
445,218,29,135,3,
446,219,70,90,1,
447,219,7,34,2,
448,220,65,114,3,
449,220,71,140,1,
450,221,16,58,4,
451,221,36,122,1,
452,222,8,117,1,
453,222,59,70,1,
454,223,20,109,4,
455,223,42,81,5,
456,224,9,57,2,
457,224,12,11,5,
458,225,20,35,3,
459,225,34,110,3,
460,225,21,102,3,
461,226,32,15,4,
462,226,25,119,1,
463,227,14,72,4,
464,227,2,90,1,
465,228,13,125,2,
466,228,57,143,2,
467,229,12,14,3,
468,229,32,7,2,
469,230,44,145,3,
470,230,71,138,3,
471,231,34,13,2,
472,231,43,89,1,
473,232,37,127,3,
474,232,13,38,2,
475,233,68,63,1,
476,233,29,18,1,
477,234,14,81,4,
478,234,74,24,1,
479,235,27,69,1,
480,235,64,79,2,
481,236,46,137,1,
482,236,20,139,1,
483,237,18,61,2,
484,237,25,55,2,
485,238,32,121,1,
486,238,58,130,1,
487,239,25,60,1,
488,239,75,24,1,
489,240,8,63,2,
490,240,60,135,2,
491,241,51,116,2,
492,241,53,142,4,
493,242,21,121,2,
494,242,69,138,1,
495,243,59,100,1,
496,243,59,57,4,
497,244,50,52,2,
498,244,29,29,1,
499,245,59,79,2,
500,245,13,135,3,
501,246,15,27,4,
502,246,8,100,2,
503,247,6,136,2,
504,247,25,14,5,
505,248,72,32,1,
506,248,49,93,1,
507,249,23,75,1,
508,249,50,15,2,
509,249,35,36,1,
510,250,25,82,4,
511,250,19,48,3,
512,251,72,13,3,
513,251,70,137,4,
514,252,14,99,1,
515,252,1,102,4,
516,253,13,125,2,
517,253,35,58,1,
518,254,55,42,3,
519,254,9,134,1,
520,255,22,26,3,
521,255,21,83,5,
522,256,22,107,4,
523,256,40,70,2,
524,257,56,69,2,
525,257,39,114,3,
526,258,62,3,4,
527,258,12,61,2,
528,259,21,56,3,
529,259,1,93,3,
530,260,2,87,2,
531,260,41,128,3,
532,261,28,46,1,
533,261,65,117,4,
534,262,52,50,5,
535,262,54,124,4,
536,263,9,110,1,
537,263,17,34,4,
538,264,9,17,4,
539,264,31,112,1,
540,265,76,88,3,
541,265,46,15,1,
542,266,33,49,1,
543,266,9,67,2,
544,267,32,12,1,
545,267,41,94,4,
546,268,13,67,2,
547,268,4,143,3,
548,269,18,82,2,
549,269,49,82,4,
550,270,57,143,1,
551,270,12,30,5,
552,271,12,108,5,
553,271,58,129,4,
554,272,1,73,2,
555,272,36,94,5,
556,272,64,11,3,
557,273,13,118,4,
558,273,7,61,5,
559,274,51,16,2,
560,274,9,118,4,
561,275,8,17,5,
562,275,34,82,2,
563,276,70,10,3,
564,276,9,129,3,
565,277,22,81,2,
566,277,43,71,4,
567,278,39,90,5,
568,278,24,23,1,
569,279,16,19,1,
570,279,49,114,3,
571,280,9,43,2,
572,280,62,2,1,
573,281,39,80,3,
574,281,1,82,2,
575,282,64,61,4,
576,282,5,34,1,
577,283,9,24,2,
578,283,2,84,4,
579,284,17,119,3,
580,284,41,8,3,
581,285,52,100,1,
582,285,4,118,1,
583,286,18,48,5,
584,286,32,46,1,
585,287,41,135,1,
586,287,55,145,4,
587,288,58,20,4,
588,288,8,108,5,
589,289,28,6,1,
590,289,13,56,1,
591,290,36,134,4,
592,290,2,9,5,
593,291,72,57,3,
594,291,58,130,3,
595,292,42,6,2,
596,292,4,108,4,
597,293,61,11,2,
598,293,8,64,1,
599,294,46,136,2,
600,294,17,74,2,
601,295,36,83,4,
602,295,22,69,1,
603,295,68,130,1,
604,296,50,134,1,
605,296,30,115,1,
606,297,27,131,1,
607,297,66,79,1,
608,298,47,72,1,
609,298,6,24,6,
610,299,28,69,3,
611,299,59,54,1,
612,300,25,62,2,
613,300,22,7,4,
614,301,13,88,2,
615,301,72,97,5,
616,302,31,15,4,
617,302,27,66,3,
618,303,42,27,2,
619,303,4,114,2,
620,304,42,28,2,
621,304,60,3,4,
622,305,59,10,3,
623,305,29,35,5,
624,306,49,46,2,
625,306,75,2,3,
626,307,30,7,2,
627,307,53,128,1,
628,308,12,5,1,
629,308,8,131,5,
630,309,68,82,6,
631,309,9,9,1,
632,310,21,26,2,
633,310,37,111,4,
634,311,72,113,1,
635,311,11,118,3,
636,312,32,31,3,
637,312,57,5,1,
638,313,45,120,3,
639,313,53,21,4,
640,314,30,30,4,
641,314,40,45,1,
642,315,20,82,2,
643,315,28,49,3,
644,316,9,39,4,
645,316,47,58,3,
646,317,13,50,3,
647,317,67,56,3,
648,318,40,90,4,
649,318,9,106,4,
650,319,77,33,5,
651,319,67,56,1,
652,319,9,129,3,
653,320,5,140,2,
654,320,13,135,4,
655,321,43,92,2,
656,321,14,50,4,
657,322,23,99,4,
658,322,40,97,3,
659,323,27,74,1,
660,323,72,120,3,
661,324,52,123,2,
662,324,11,138,1,
663,325,67,121,1,
664,325,41,42,1,
665,326,37,11,3,
666,326,3,68,4,
667,327,77,82,1,
668,327,37,123,4,
669,328,32,101,1,
670,328,63,139,2,
671,329,39,12,4,
672,329,8,52,1,
673,330,11,123,3,
674,330,41,143,4,
675,331,30,17,1,
676,331,44,133,2,
677,332,53,85,5,
678,332,73,119,2,
679,333,8,12,2,
680,333,6,34,5,
681,334,57,56,2,
682,334,19,124,5,
683,335,76,69,2,
684,335,15,107,3,
685,336,66,108,3,
686,336,54,75,2,
687,337,59,80,6,
688,337,14,22,4,
689,338,19,78,3,
690,338,13,144,5,
691,339,1,1,1,
692,339,17,72,4,
693,340,3,142,1,
694,340,58,7,5,
695,341,15,13,1,
696,341,7,145,2,
697,342,14,61,2,
698,342,37,26,2,
699,342,63,63,5,
700,343,40,80,6,
701,343,40,122,2,
702,344,22,56,5,
703,344,40,61,6,
704,345,51,118,1,
705,345,43,16,1,
706,346,34,66,6,
707,346,77,138,2,
708,347,64,3,2,
709,347,58,69,2,
710,348,27,28,4,
711,348,13,4,3,
712,349,2,7,4,
713,349,9,43,1,
714,350,9,24,4,
715,350,20,32,4,
716,351,51,70,1,
717,351,9,83,2,
718,352,53,8,2,
719,352,9,83,2,
720,353,55,53,2,
721,353,9,87,1,
722,354,12,6,4,
723,354,18,80,6,
724,355,14,132,1,
725,355,45,26,2,
726,356,65,23,3,
727,356,25,43,1,
728,357,30,4,2,
729,357,12,123,3,
730,358,41,134,1,
731,358,57,93,4,
732,359,62,12,1,
733,359,73,100,1,
734,360,33,143,3,
735,360,23,105,1,
736,361,16,141,2,
737,361,7,5,5,
738,362,30,127,1,
739,362,2,48,3,
740,363,13,138,1,
741,363,68,75,3,
742,364,76,137,2,
743,364,13,25,2,
744,365,9,57,4,
745,365,9,6,3,
746,365,60,76,3,
747,366,6,23,6,
748,366,2,37,6,
749,367,73,98,4,
750,367,9,102,3,
751,368,32,73,1,
752,368,50,33,1,
753,369,21,82,2,
754,369,55,45,1,
755,370,15,107,5,
756,370,13,79,3,
757,371,21,86,3,
758,371,9,105,1,
759,372,11,104,1,
760,372,14,8,4,
761,373,12,11,5,
762,373,9,101,1,
763,374,60,37,2,
764,374,31,49,1,
765,375,42,140,2,
766,375,11,139,5,
767,376,19,36,3,
768,376,2,42,4,
769,377,9,90,1,
770,377,73,40,2,
771,378,35,2,5,
772,378,3,74,2,
773,379,9,4,2,
774,379,8,104,2,
775,380,8,5,4,
776,380,66,81,1,
777,381,17,50,1,
778,381,4,44,1,
779,382,13,100,1,
780,382,46,16,2,
781,383,33,140,1,
782,383,53,42,1,
783,384,40,8,2,
784,384,64,18,4,
785,385,42,77,2,
786,385,56,24,1,
787,386,71,57,2,
788,386,44,117,2,
789,387,27,29,2,
790,387,32,40,1,
791,388,49,2,3,
792,388,74,60,4,
793,388,40,139,1,
794,389,43,36,4,
795,389,9,104,1,
796,390,2,140,2,
797,390,59,27,2,
798,391,56,73,3,
799,391,44,91,4,
800,392,13,102,1,
801,392,9,95,1,
802,393,46,30,5,
803,393,69,113,3,
804,394,63,77,5,
805,394,12,15,2,
806,395,48,36,1,
807,395,3,73,2,
808,396,28,45,1,
809,396,31,15,2,
810,397,46,64,3,
811,397,3,67,2,
812,398,51,138,1,
813,398,77,54,2,
814,399,19,13,2,
815,399,68,87,2,
816,400,9,90,1,
817,400,54,90,2,
818,401,68,138,2,
819,401,20,124,2,
820,402,33,17,4,
821,402,28,97,4,
822,403,38,75,2,
823,403,43,53,1,
824,404,13,26,4,
825,404,13,20,2,
826,405,40,22,5,
827,405,68,113,3,
828,406,55,26,4,
829,406,11,16,3,
830,407,32,114,1,
831,407,39,122,1,
832,408,57,75,1,
833,408,23,25,3,
834,409,11,141,3,
835,409,63,60,1,
836,410,14,97,4,
837,410,42,70,1,
838,411,75,33,3,
839,411,13,82,1,
840,412,37,140,3,
841,412,8,67,4,
842,412,5,69,1,
843,413,13,43,2,
844,413,28,31,3,
845,414,32,45,2,
846,414,4,67,4,
847,415,71,97,1,
848,415,55,90,1,
849,416,72,124,2,
850,416,16,65,4,
851,417,7,60,1,
852,417,28,105,2,
853,418,36,54,3,
854,418,70,108,2,
855,419,64,6,4,
856,419,43,103,1,
857,420,64,55,5,
858,420,52,68,2,
859,421,30,51,4,
860,421,13,84,1,
861,422,76,111,3,
862,422,51,112,1,
863,423,48,84,5,
864,423,23,18,2,
865,424,54,42,2,
866,424,28,1,1,
867,425,24,46,3,
868,425,19,12,3,
869,426,71,101,3,
870,426,9,42,2,
871,427,41,117,2,
872,427,34,135,4,
873,428,66,71,2,
874,428,60,145,3,
875,429,13,136,1,
876,429,57,23,3,
877,430,13,64,3,
878,430,28,35,3,
879,431,65,106,1,
880,431,51,25,4,
881,432,55,67,3,
882,432,11,131,4,
883,433,34,95,2,
884,433,58,50,4,
885,434,70,26,3,
886,434,19,141,2,
887,435,63,66,2,
888,435,13,6,1,
889,435,41,143,2,
890,436,73,21,4,
891,436,1,116,3,
892,437,16,55,4,
893,437,66,116,2,
894,438,9,10,3,
895,438,63,13,4,
896,439,66,14,1,
897,439,18,39,3,
898,440,1,142,3,
899,440,77,79,2,
900,441,55,84,2,
901,441,1,35,3,
902,442,52,67,3,
903,442,13,133,2,
904,443,40,8,1,
905,443,32,47,3,
906,444,36,135,6,
907,444,3,83,3,
908,445,25,59,1,
909,445,40,41,3,
910,446,70,59,3,
911,446,3,11,1,
912,447,9,35,1,
913,447,58,120,1,
914,448,9,105,1,
915,448,76,13,3,
916,449,35,28,2,
917,449,70,84,2,
918,450,36,51,5,
919,450,75,4,3,
920,451,5,85,5,
921,451,49,61,3,
922,452,66,134,2,
923,452,59,41,1,
924,453,41,52,4,
925,453,76,107,2,
926,454,11,111,1,
927,454,17,142,3,
928,455,30,102,2,
929,455,15,11,1,
930,456,25,56,2,
931,456,31,9,3,
932,457,13,56,1,
933,457,57,72,2,
934,458,23,10,4,
935,458,4,45,1,
936,458,64,45,1,
937,459,11,108,1,
938,459,13,104,2,
939,460,70,118,1,
940,460,13,66,1,
941,461,36,102,3,
942,461,77,97,1,
943,462,64,74,3,
944,462,49,55,2,
945,463,26,56,1,
946,463,20,129,1,
947,464,33,124,1,
948,464,64,38,3,
949,465,32,132,2,
950,465,67,99,5,
951,466,36,94,4,
952,466,15,3,4,
953,467,31,117,4,
954,467,42,25,2,
955,468,72,126,1,
956,468,19,1,1,
957,469,24,30,1,
958,469,68,138,4,
959,470,62,28,1,
960,470,9,79,4,
961,471,9,68,3,
962,471,44,71,6,
963,472,69,29,1,
964,472,27,51,1,
965,473,2,144,2,
966,473,39,29,4,
967,474,29,55,3,
968,474,77,110,3,
969,475,68,142,4,
970,475,12,60,1,
971,476,53,70,5,
972,476,60,68,1,
973,477,13,23,1,
974,477,60,93,1,
975,478,75,75,1,
976,478,31,116,1,
977,479,13,140,4,
978,479,46,102,1,
979,480,9,5,2,
980,480,6,97,1,
981,481,59,145,1,
982,481,69,65,4,
983,482,63,98,2,
984,482,35,88,3,
985,482,7,98,4,
986,483,43,23,2,
987,483,67,111,3,
988,484,33,92,2,
989,484,46,23,2,
990,485,20,26,3,
991,485,58,84,3,
992,486,47,129,4,
993,486,21,71,1,
994,487,74,7,2,
995,487,25,15,1,
996,488,20,124,3,
997,488,59,99,6,
998,489,66,14,4,
999,489,66,71,5,
1000,490,8,24,5,
1001,490,29,41,2,
1002,491,77,125,2,
1003,491,65,139,5,
1004,492,67,57,3,
1005,492,6,18,5,
1006,493,46,22,5,
1007,493,57,128,5,
1008,494,21,119,2,
1009,494,40,33,1,
1010,495,36,144,5,
1011,495,8,121,3,
1012,496,37,47,2,
1013,496,47,67,2,
1014,497,43,137,2,
1015,497,13,103,4,
1016,498,54,15,1,
1017,498,14,31,1,
1018,499,46,39,1,
1019,499,2,124,4,
1020,500,34,140,1,
1021,500,71,3,2,
1022,501,31,95,4,
1023,501,69,14,2,
1024,502,27,23,3,
1025,502,22,46,4,
1026,503,77,61,2,
1027,503,48,54,2,
1028,504,69,13,4,
1029,504,49,102,1,
1030,505,3,141,3,
1031,505,15,132,3,
1032,505,9,27,1,
1033,506,55,92,2,
1034,506,77,122,2,
1035,507,49,21,1,
1036,507,16,139,2,
1037,508,28,66,1,
1038,508,69,19,2,
1039,509,75,70,4,
1040,509,45,3,1,
1041,510,49,65,2,
1042,510,43,60,1,
1043,511,23,38,2,
1044,511,73,47,5,
1045,512,38,52,1,
1046,512,73,61,2,
1047,513,56,4,2,
1048,513,9,52,1,
1049,514,69,16,1,
1050,514,43,16,1,
1051,515,13,64,4,
1052,515,72,59,3,
1053,516,9,36,3,
1054,516,50,139,3,
1055,517,19,97,3,
1056,517,67,111,6,
1057,518,59,22,6,
1058,518,75,82,2,
1059,519,22,131,2,
1060,519,7,39,4,
1061,520,38,129,4,
1062,520,50,22,1,
1063,521,2,111,2,
1064,521,21,69,1,
1065,522,73,7,2,
1066,522,65,116,2,
1067,523,49,29,2,
1068,523,61,61,4,
1069,524,18,65,3,
1070,524,33,85,2,
1071,525,48,76,1,
1072,525,59,13,2,
1073,526,1,79,2,
1074,526,1,111,4,
1075,527,1,77,2,
1076,527,46,112,6,
1077,528,16,137,2,
1078,528,75,41,3,
1079,528,49,45,5,
1080,529,35,54,2,
1081,529,52,56,6,
1082,530,34,29,4,
1083,530,67,15,2,
1084,531,1,75,4,
1085,531,47,41,2,
1086,532,25,127,1,
1087,532,55,24,1,
1088,533,7,129,2,
1089,533,18,87,1,
1090,534,56,85,5,
1091,534,75,85,1,
1092,535,44,132,1,
1093,535,13,4,1,
1094,536,71,140,5,
1095,536,40,25,3,
1096,537,3,74,3,
1097,537,18,5,4,
1098,538,56,41,4,
1099,538,77,46,2,
1100,539,16,26,1,
1101,539,4,126,2,
1102,540,70,20,2,
1103,540,70,45,4,
1104,541,37,105,3,
1105,541,44,125,1,
1106,542,55,58,1,
1107,542,65,17,5,
1108,543,35,42,4,
1109,543,39,137,1,
1110,544,41,90,4,
1111,544,33,72,5,
1112,545,42,50,1,
1113,545,75,38,1,
1114,546,18,124,2,
1115,546,36,89,4,
1116,547,32,139,3,
1117,547,22,142,1,
1118,548,76,120,3,
1119,548,21,115,2,
1120,549,44,30,3,
1121,549,49,9,3,
1122,550,7,23,3,
1123,550,67,100,2,
1124,551,15,84,5,
1125,551,6,145,3,
1126,552,62,83,1,
1127,552,33,97,2,
1128,552,27,61,2,
1129,553,67,75,2,
1130,553,57,54,2,
1131,554,70,35,2,
1132,554,64,114,6,
1133,555,25,33,3,
1134,555,50,71,4,
1135,556,27,41,3,
1136,556,77,136,1,
1137,557,3,40,2,
1138,557,37,123,3,
1139,558,24,18,1,
1140,558,31,65,4,
1141,559,40,62,1,
1142,559,60,69,3,
1143,560,27,57,1,
1144,560,21,123,2,
1145,561,67,60,2,
1146,561,17,31,1,
1147,562,45,139,3,
1148,562,47,116,1,
1149,563,30,73,5,
1150,563,10,34,4,
1151,564,3,131,2,
1152,564,27,27,5,
1153,565,9,34,3,
1154,565,72,113,5,
1155,566,2,18,2,
1156,566,32,95,5,
1157,567,18,31,3,
1158,567,53,133,1,
1159,568,23,94,2,
1160,568,13,119,3,
1161,569,71,40,4,
1162,569,44,25,2,
1163,570,48,26,3,
1164,570,43,123,6,
1165,571,49,90,5,
1166,571,22,74,1,
1167,572,5,74,4,
1168,572,17,137,1,
1169,573,52,122,4,
1170,573,75,19,1,
1171,574,28,47,2,
1172,574,67,52,2,
1173,575,39,26,1,
1174,575,29,39,1,
1175,575,20,66,2,
1176,576,5,58,3,
1177,576,11,2,4,
1178,577,71,43,1,
1179,577,65,7,1,
1180,578,73,135,3,
1181,578,8,81,1,
1182,579,32,94,4,
1183,579,20,128,5,
1184,580,32,139,3,
1185,580,64,114,3,
1186,581,13,46,4,
1187,581,20,46,1,
1188,582,77,141,1,
1189,582,62,55,1,
1190,583,69,127,5,
1191,583,6,66,4,
1192,584,13,25,1,
1193,584,39,69,1,
1194,585,49,38,4,
1195,585,26,54,2,
1196,586,5,63,2,
1197,586,47,111,2,
1198,587,24,36,3,
1199,587,24,66,2,
1200,588,73,90,1,
1201,588,57,58,5,
1202,589,8,33,2,
1203,589,9,118,4,
1204,590,64,21,2,
1205,590,19,144,2,
1206,591,16,30,1,
1207,591,19,108,1,
1208,592,13,9,4,
1209,592,33,60,3,
1210,593,70,137,4,
1211,593,69,126,1,
1212,594,8,17,2,
1213,594,9,23,3,
1214,595,25,72,1,
1215,595,72,88,5,
1216,596,47,86,3,
1217,596,58,29,1,
1218,597,58,24,1,
1219,597,23,87,2,
1220,598,43,142,3,
1221,598,52,97,1,
1222,598,50,33,6,
1223,599,32,107,3,
1224,599,39,32,1,
1225,600,77,12,1,
1226,600,24,104,2,
1227,601,65,99,4,
1228,601,9,29,1,
1229,602,54,40,1,
1230,602,22,21,2,
1231,603,11,56,6,
1232,603,60,116,3,
1233,604,48,71,1,
1234,604,32,66,3,
1235,605,9,125,3,
1236,605,17,110,4,
1237,606,35,102,4,
1238,606,38,140,2,
1239,607,40,30,6,
1240,607,44,130,4,
1241,608,37,60,4,
1242,608,59,71,1,
1243,609,15,140,1,
1244,609,24,58,3,
