order_line_id,delivery_rating,branch_rating,product_rating,customer_service_rating,review_date
2461,3,4,5,4,6/21/2022
2415,5,5,2,3,6/23/2022
2459,4,5,4,3,6/23/2022
2472,5,4,5,5,6/26/2022
2467,5,5,1,4,7/1/2022
2474,4,1,5,5,7/3/2022
2470,3,1,4,5,7/4/2022
2508,2,5,2,3,7/10/2022
2490,3,5,4,5,7/11/2022
2502,5,5,5,4,7/14/2022
2556,5,5,1,5,7/14/2022
2529,1,5,4,5,7/18/2022
2619,3,4,5,3,7/19/2022
2543,4,4,5,4,7/20/2022
2566,1,5,4,5,7/22/2022
2541,5,4,5,5,7/23/2022
2579,5,5,5,5,7/23/2022
2696,2,4,5,5,7/23/2022
2559,5,4,4,5,7/25/2022
2596,4,4,5,5,7/25/2022
2620,3,5,5,4,7/25/2022
2624,4,5,5,5,7/25/2022
2675,5,5,2,4,7/25/2022
2689,5,5,2,5,7/25/2022
2754,4,4,2,5,7/25/2022
2597,2,2,3,5,7/26/2022
2612,4,2,5,5,7/27/2022
2638,4,5,3,4,7/27/2022
2683,4,4,2,4,7/28/2022
2622,4,5,5,5,7/29/2022
2694,4,4,4,4,7/29/2022
2725,5,3,4,5,7/29/2022
2842,5,4,4,4,7/29/2022
2844,4,5,4,4,7/29/2022
2891,5,5,5,5,7/29/2022
2642,4,5,1,5,7/30/2022
2653,3,5,2,5,7/30/2022
2656,5,5,4,4,7/30/2022
2852,4,5,3,3,7/30/2022
2711,3,5,4,5,7/31/2022
2726,5,5,3,1,7/31/2022
2741,5,5,1,5,7/31/2022
2776,3,4,5,5,7/31/2022
2831,4,4,5,4,7/31/2022
2840,4,5,4,5,7/31/2022
2872,3,4,5,5,7/31/2022
2954,5,5,1,4,7/31/2022
2759,5,5,4,5,8/1/2022
2837,4,5,4,5,8/1/2022
2791,5,5,5,4,8/3/2022
2792,5,5,5,5,8/3/2022
2922,4,5,5,3,8/3/2022
2950,4,5,4,4,8/4/2022
2972,4,5,1,5,8/4/2022
2808,5,5,5,5,8/5/2022
2987,3,4,5,5,8/5/2022
2781,5,5,5,5,8/6/2022
2782,4,1,5,5,8/6/2022
2893,5,5,4,5,8/6/2022
2914,5,4,4,4,8/6/2022
2974,2,5,4,5,8/6/2022
2899,5,4,3,5,8/7/2022
2900,5,4,4,3,8/7/2022
2859,5,5,4,4,8/8/2022
2979,4,5,2,3,8/9/2022
3007,4,2,5,5,8/9/2022
2967,5,5,4,5,8/10/2022
3000,3,5,5,3,8/10/2022
3033,1,5,4,5,8/10/2022
2995,4,5,3,4,8/11/2022
3060,5,5,2,5,8/11/2022
3014,4,3,4,5,8/13/2022
3048,4,5,5,4,8/13/2022
2885,3,5,3,4,8/14/2022
2886,4,3,5,5,8/14/2022
3041,5,5,5,4,8/15/2022
3141,5,5,5,3,8/16/2022
3142,4,4,5,5,8/16/2022
3178,5,5,3,2,8/16/2022
3013,3,5,5,5,8/17/2022
3119,4,5,3,5,8/17/2022
3147,4,5,5,5,8/17/2022
3164,5,5,2,5,8/19/2022
3174,3,2,5,4,8/19/2022
2913,2,2,5,5,8/20/2022
3086,5,4,5,5,8/20/2022
3135,5,5,3,5,8/20/2022
3145,3,5,5,5,8/20/2022
3125,4,5,4,3,8/21/2022
3226,4,4,2,5,8/21/2022
3242,5,5,4,4,8/21/2022
3081,3,4,4,5,8/22/2022
3185,4,4,2,3,8/22/2022
2942,5,5,5,5,8/23/2022
3112,4,4,5,4,8/23/2022
3169,5,5,5,5,8/23/2022
3192,3,5,4,5,8/23/2022
3193,5,4,3,4,8/23/2022
2804,4,4,5,5,8/24/2022
3043,4,4,5,5,8/24/2022
3218,5,5,5,2,8/25/2022
3248,5,5,5,5,8/25/2022
3221,4,4,5,5,8/26/2022
3189,4,3,5,3,8/27/2022
3281,4,5,4,3,8/28/2022
3289,4,5,5,3,8/28/2022
3165,4,5,3,5,8/29/2022
3324,5,5,5,2,8/30/2022
3328,5,5,5,4,8/30/2022
3373,4,5,4,5,8/30/2022
3268,4,5,4,5,9/2/2022
3370,4,5,2,4,9/2/2022
3282,3,5,1,5,9/3/2022
3317,1,3,5,5,9/4/2022
3322,4,5,2,5,9/4/2022
3392,4,4,5,5,9/4/2022
3344,4,5,2,5,9/5/2022
3382,5,4,5,4,9/7/2022
3414,4,4,3,5,9/8/2022
3448,5,4,3,4,9/8/2022
3458,4,3,3,5,9/9/2022
3514,4,5,5,5,9/9/2022
3361,5,5,3,4,9/10/2022
3419,5,4,3,5,9/10/2022
3511,4,5,5,5,9/11/2022
3573,5,3,5,4,9/11/2022
3424,5,2,5,4,9/12/2022
3427,3,4,5,5,9/12/2022
3530,5,5,5,5,9/13/2022
3606,4,5,5,5,9/13/2022
3660,5,3,2,5,9/14/2022
3661,5,3,5,5,9/14/2022
3516,2,3,5,5,9/16/2022
3577,2,5,3,4,9/16/2022
3595,4,3,4,5,9/16/2022
3533,1,5,5,5,9/17/2022
3542,2,5,1,5,9/17/2022
3233,5,5,4,4,9/18/2022
3443,3,5,5,3,9/18/2022
3526,5,4,4,5,9/18/2022
3618,1,5,5,3,9/18/2022
3651,4,5,4,4,9/18/2022
3652,5,5,1,5,9/18/2022
3659,2,5,5,4,9/18/2022
3709,3,4,5,5,9/18/2022
3539,5,5,4,5,9/19/2022
3560,5,5,5,5,9/19/2022
3561,2,4,4,5,9/19/2022
3613,5,5,2,5,9/19/2022
3679,5,5,5,4,9/19/2022
3687,4,5,5,5,9/19/2022
3726,3,4,5,4,9/19/2022
3743,5,4,5,5,9/19/2022
3675,4,4,3,5,9/20/2022
3547,5,1,5,5,9/21/2022
3559,5,4,5,4,9/21/2022
3568,5,5,4,3,9/21/2022
3711,3,2,4,4,9/21/2022
3761,2,5,2,4,9/21/2022
3562,4,5,5,5,9/22/2022
3714,5,4,4,3,9/22/2022
3750,4,2,3,5,9/22/2022
3784,3,4,4,5,9/22/2022
3807,5,5,1,5,9/22/2022
3466,5,5,4,4,9/23/2022
3596,5,5,5,4,9/23/2022
3733,4,4,5,4,9/23/2022
3821,5,5,3,4,9/23/2022
3695,5,5,4,5,9/24/2022
3630,4,4,4,5,9/25/2022
3532,5,5,3,5,9/27/2022
3759,5,5,5,4,9/27/2022
3823,5,3,5,4,9/27/2022
3767,5,5,4,5,9/28/2022
3769,5,4,4,5,9/28/2022
3876,1,5,5,4,9/29/2022
3874,5,5,5,5,9/30/2022
3763,5,4,5,4,10/1/2022
3781,5,4,5,4,10/1/2022
3837,4,4,4,5,10/1/2022
3955,4,3,3,5,10/1/2022
3798,5,4,1,5,10/2/2022
3799,5,2,3,5,10/3/2022
3805,4,4,5,4,10/3/2022
3862,1,3,5,4,10/3/2022
3551,1,5,3,5,10/4/2022
3847,4,5,4,5,10/4/2022
3908,4,5,4,5,10/4/2022
3924,5,5,5,5,10/4/2022
3902,4,4,5,4,10/5/2022
3952,5,5,5,4,10/5/2022
3953,5,4,4,5,10/5/2022
3971,3,4,4,5,10/5/2022
3976,5,5,5,5,10/5/2022
3860,5,4,5,5,10/6/2022
3946,5,4,5,4,10/6/2022
4061,5,4,5,5,10/6/2022
3601,3,5,4,5,10/7/2022
3905,5,2,2,5,10/8/2022
3959,4,4,5,5,10/8/2022
3996,2,5,3,5,10/8/2022
4043,3,4,5,5,10/8/2022
3915,5,5,5,5,10/9/2022
3916,5,4,5,5,10/9/2022
3974,1,5,2,5,10/9/2022
3987,2,4,5,5,10/10/2022
4001,5,5,5,5,10/10/2022
4034,5,3,4,5,10/10/2022
4051,5,5,5,5,10/10/2022
3690,2,4,5,5,10/11/2022
4016,3,5,5,5,10/12/2022
4007,5,5,5,4,10/13/2022
4088,3,5,5,5,10/13/2022
4031,3,4,3,5,10/14/2022
4100,4,5,5,5,10/14/2022
4176,5,5,2,3,10/14/2022
4178,1,4,5,4,10/14/2022
4059,5,5,5,4,10/15/2022
4081,4,4,5,4,10/15/2022
3994,5,5,5,4,10/16/2022
4118,1,4,5,5,10/17/2022
4148,3,4,5,4,10/18/2022
3898,5,2,2,5,10/19/2022
4086,5,4,4,4,10/19/2022
4151,4,5,5,5,10/19/2022
4233,5,5,5,3,10/19/2022
4133,4,5,1,4,10/20/2022
4169,5,2,4,5,10/20/2022
4209,4,5,4,5,10/20/2022
3938,4,4,4,5,10/21/2022
4135,2,4,4,3,10/21/2022
4205,4,5,3,5,10/21/2022
4221,3,5,4,5,10/21/2022
4227,3,5,3,4,10/21/2022
4230,4,5,5,5,10/22/2022
3928,2,5,4,5,10/23/2022
4238,5,5,3,5,10/23/2022
4287,3,5,5,5,10/26/2022
4288,4,5,2,5,10/26/2022
4137,4,5,4,5,10/27/2022
4281,4,3,2,5,10/27/2022
4413,5,4,2,5,10/28/2022
4289,2,4,5,5,10/29/2022
4375,2,4,5,5,10/29/2022
4294,2,5,5,5,10/30/2022
4313,2,1,5,5,10/30/2022
4348,4,3,4,4,10/30/2022
4284,2,2,5,3,10/31/2022
4327,2,4,4,5,10/31/2022
4330,5,4,3,5,10/31/2022
4353,5,4,5,5,11/1/2022
4462,3,4,5,5,11/1/2022
4395,4,4,2,5,11/2/2022
4495,4,5,2,4,11/2/2022
4496,5,5,5,5,11/2/2022
4297,4,4,1,5,11/3/2022
4536,3,5,5,5,11/3/2022
4322,4,5,4,5,11/4/2022
4435,5,4,3,5,11/4/2022
4542,5,4,4,5,11/4/2022
4332,5,2,4,5,11/5/2022
4358,5,4,5,4,11/5/2022
4487,4,5,5,5,11/5/2022
4549,4,5,5,3,11/7/2022
4596,5,5,5,5,11/9/2022
4158,4,5,2,4,11/10/2022
4560,5,5,5,5,11/10/2022
4609,3,5,5,5,11/11/2022
4491,4,5,4,5,11/12/2022
4492,5,5,5,5,11/12/2022
4639,4,4,5,4,11/12/2022
4539,5,4,5,3,11/15/2022
4667,5,5,3,5,11/15/2022
4668,5,4,4,4,11/15/2022
4592,5,5,4,4,11/17/2022
4699,5,4,5,5,11/17/2022
4778,5,4,4,5,11/20/2022
4661,3,3,5,4,11/21/2022
4685,5,4,4,4,11/22/2022
4683,5,3,4,3,11/23/2022
4783,4,4,1,5,11/23/2022
4673,3,5,4,5,11/24/2022
4706,3,4,3,5,11/24/2022
4750,5,5,5,5,11/24/2022
4785,5,5,5,5,11/24/2022
4806,5,5,1,5,11/24/2022
4828,3,4,5,3,11/24/2022
4829,4,5,3,5,11/24/2022
4721,5,5,5,4,11/25/2022
4820,5,5,5,4,11/25/2022
4744,5,5,4,5,11/26/2022
4753,5,3,5,3,11/26/2022
4754,4,5,5,5,11/26/2022
4790,4,5,4,5,11/26/2022
4854,5,1,5,5,11/26/2022
4845,3,3,5,4,11/27/2022
4855,5,5,5,4,11/27/2022
4717,2,4,5,5,11/29/2022
4740,5,5,4,3,11/29/2022
4862,5,5,5,3,12/1/2022
4932,5,4,5,4,12/1/2022
4975,5,2,5,3,12/1/2022
4573,5,5,5,5,12/2/2022
4574,5,5,4,5,12/2/2022
4822,5,5,4,5,12/2/2022
4905,5,4,1,5,12/2/2022
4918,5,5,4,5,12/2/2022
4930,1,4,4,5,12/2/2022
4931,4,4,2,2,12/2/2022
4827,5,5,5,5,12/3/2022
4908,3,4,3,4,12/3/2022
5027,4,5,4,4,12/3/2022
4571,4,4,5,5,12/4/2022
4966,3,3,4,4,12/4/2022
5010,5,4,5,4,12/4/2022
4838,4,5,3,5,12/5/2022
4940,4,5,5,3,12/5/2022
4944,4,5,5,4,12/5/2022
4899,5,5,4,4,12/6/2022
4967,4,5,1,4,12/6/2022
5034,1,5,4,5,12/6/2022
4962,5,4,3,4,12/7/2022
4780,5,5,4,5,12/8/2022
4946,3,5,3,5,12/8/2022
4969,5,5,5,5,12/8/2022
5018,5,5,4,5,12/8/2022
5030,3,5,3,5,12/8/2022
4979,5,5,4,5,12/9/2022
5102,3,5,4,4,12/9/2022
5097,5,5,5,5,12/10/2022
5080,5,5,5,4,12/11/2022
5086,5,4,3,5,12/11/2022
5090,5,5,3,5,12/11/2022
5101,4,5,3,5,12/11/2022
5012,5,5,5,5,12/12/2022
5049,4,3,4,5,12/12/2022
5074,5,4,1,3,12/12/2022
4928,3,5,4,4,12/13/2022
4929,4,5,1,5,12/13/2022
5152,5,5,3,4,12/14/2022
4695,2,5,4,4,12/16/2022
4746,4,5,2,5,12/16/2022
4895,5,3,4,5,12/17/2022
5146,4,5,4,5,12/17/2022
5148,4,5,4,5,12/17/2022
5167,4,5,5,5,12/17/2022
4792,5,4,4,4,12/19/2022
4870,5,4,5,5,12/19/2022
5125,4,3,3,5,12/20/2022
5179,2,5,3,5,12/20/2022
5255,4,5,3,5,12/23/2022
5181,5,5,4,5,12/24/2022
5238,5,5,4,5,12/24/2022
5300,5,5,5,5,12/24/2022
5200,3,5,5,3,12/27/2022
5266,5,5,5,5,12/28/2022
5267,5,4,5,5,12/28/2022
5313,5,5,4,4,12/28/2022
5007,5,5,5,3,12/30/2022
5257,5,5,5,3,12/30/2022
5285,3,5,4,4,12/31/2022
5072,5,5,5,4,1/1/2023
5295,4,4,4,5,1/2/2023
5324,5,4,3,4,1/3/2023
5367,5,5,4,5,1/3/2023
5357,5,5,4,5,1/4/2023
5057,5,4,3,5,1/5/2023
5272,5,4,4,5,1/5/2023
5411,4,3,4,5,1/5/2023
5421,1,5,5,5,1/6/2023
5351,4,4,5,4,1/7/2023
5383,3,5,3,5,1/8/2023
5400,5,4,3,5,1/8/2023
5473,4,5,4,5,1/8/2023
5464,5,2,3,3,1/11/2023
5545,3,5,5,5,1/12/2023
5384,4,5,2,4,1/13/2023
5449,4,5,4,5,1/13/2023
5388,5,5,5,5,1/14/2023
5444,4,4,2,5,1/14/2023
5466,5,5,4,3,1/14/2023
5508,2,3,5,5,1/16/2023
5509,5,5,3,5,1/16/2023
5430,5,1,3,5,1/17/2023
5550,5,5,5,5,1/17/2023
5512,5,5,5,5,1/18/2023
5516,4,5,2,4,1/18/2023
5496,5,5,4,3,1/19/2023
5497,5,4,5,5,1/19/2023
5502,5,5,5,1,1/19/2023
5582,5,4,5,5,1/19/2023
5588,3,4,5,3,1/19/2023
5624,5,4,4,4,1/19/2023
5436,3,5,2,4,1/22/2023
5505,2,4,5,5,1/22/2023
5666,3,5,5,5,1/22/2023
5632,4,3,2,5,1/24/2023
5690,5,5,4,5,1/24/2023
5691,5,4,1,5,1/24/2023
5606,4,5,4,4,1/25/2023
5658,5,5,3,5,1/25/2023
5659,5,4,5,5,1/25/2023
5697,5,4,4,5,1/25/2023
5654,3,4,5,5,1/26/2023
5665,3,5,5,4,1/26/2023
5625,1,5,3,5,1/28/2023
5645,4,5,4,5,1/28/2023
5646,5,4,3,5,1/28/2023
5663,4,3,5,5,1/28/2023
5585,5,5,5,5,1/29/2023
5612,2,4,5,2,1/30/2023
5720,4,5,4,5,2/1/2023
5578,5,5,5,5,2/2/2023
5613,4,5,4,5,2/2/2023
5739,4,5,3,5,2/2/2023
5753,4,5,4,5,2/2/2023
5700,5,5,4,5,2/3/2023
5682,5,4,5,4,2/5/2023
5458,5,2,4,5,2/6/2023
5705,5,5,5,5,2/6/2023
5769,3,4,4,5,2/7/2023
5827,5,2,5,4,2/8/2023
5828,4,3,5,4,2/8/2023
5636,4,4,3,5,2/9/2023
5788,5,5,5,5,2/9/2023
5776,5,3,4,4,2/11/2023
5787,5,5,3,5,2/11/2023
5834,3,5,3,5,2/11/2023
5851,2,4,4,5,2/11/2023
5821,5,2,4,4,2/12/2023
5822,5,5,5,5,2/12/2023
5845,4,1,3,1,2/12/2023
5875,3,3,5,5,2/12/2023
5801,5,5,5,5,2/13/2023
5830,5,5,2,5,2/13/2023
5871,5,5,4,5,2/15/2023
5896,3,3,5,4,2/15/2023
5887,5,5,5,4,2/16/2023
5907,4,5,5,5,2/17/2023
5917,5,4,5,4,2/17/2023
5932,5,5,5,5,2/17/2023
5922,4,5,4,3,2/18/2023
5954,4,4,2,5,2/19/2023
5999,4,4,5,5,2/19/2023
5878,3,3,5,5,2/20/2023
5926,5,5,4,5,2/22/2023
5992,5,4,5,5,2/23/2023
5911,3,2,4,5,2/25/2023
5937,4,5,4,4,2/25/2023
6001,4,5,5,5,2/25/2023
6054,4,4,4,5,2/26/2023
6066,5,4,5,4,2/26/2023
6078,4,2,5,3,2/26/2023
5730,5,4,4,4,2/27/2023
5960,5,4,4,5,2/27/2023
5969,4,5,5,5,2/27/2023
5998,5,2,4,2,2/28/2023
6122,5,4,5,5,3/4/2023
6191,4,4,4,4,3/4/2023
5947,5,4,5,5,3/6/2023
6086,5,4,4,5,3/6/2023
6089,4,5,5,5,3/6/2023
6190,4,5,5,5,3/6/2023
6152,5,5,4,5,3/7/2023
6126,4,5,3,4,3/8/2023
6158,5,5,2,4,3/9/2023
6234,5,5,5,4,3/10/2023
6240,3,5,4,5,3/10/2023
5900,4,5,5,3,3/11/2023
6237,3,5,5,5,3/11/2023
