order_id,branch_id,customer_id,order_date,payment_method
285,100,86,5/21/2021,Debit Card
286,100,86,5/21/2021,Cash
287,100,87,5/22/2021,Debit Card
288,100,87,5/22/2021,Cash
289,100,87,5/22/2021,Cash
290,100,88,5/23/2021,Debit Card
291,100,88,5/23/2021,Debit Card
292,100,88,5/23/2021,Debit Card
293,100,88,5/23/2021,Debit Card
294,100,89,5/23/2021,Cash
295,100,89,5/23/2021,Cash
296,100,89,5/23/2021,Debit Card
297,100,90,5/23/2021,Debit Card
298,100,90,5/23/2021,Cash
299,100,90,5/23/2021,Cash
300,100,91,5/23/2021,Cash
301,100,91,5/23/2021,Cash
302,100,91,5/23/2021,Debit Card
303,100,91,5/23/2021,Debit Card
304,100,92,5/24/2021,Debit Card
305,100,92,5/24/2021,Debit Card
306,100,92,5/24/2021,Debit Card
307,100,93,5/25/2021,Debit Card
308,100,93,5/25/2021,Debit Card
309,100,93,5/25/2021,Cash
310,100,94,5/26/2021,Debit Card
311,100,94,5/26/2021,Cash
312,100,94,5/26/2021,Cash
313,100,94,5/26/2021,Cash
314,100,95,5/27/2021,Cash
315,100,95,5/27/2021,Cash
316,100,95,5/27/2021,Cash
317,100,96,5/29/2021,Debit Card
318,100,96,5/29/2021,Cash
319,100,96,5/29/2021,Debit Card
320,100,97,5/30/2021,Cash
321,100,97,5/30/2021,Cash
322,100,97,5/30/2021,Cash
323,100,97,5/30/2021,Cash
324,100,98,5/30/2021,Cash
325,100,98,5/30/2021,Cash
326,100,98,5/30/2021,Debit Card
327,100,99,5/30/2021,Debit Card
328,100,99,5/30/2021,Cash
329,100,99,5/30/2021,Cash
330,100,100,6/6/2021,Cash
331,100,100,6/6/2021,Debit Card
332,100,100,6/6/2021,Debit Card
333,100,100,6/6/2021,Debit Card
334,100,101,6/7/2021,Debit Card
335,100,101,6/7/2021,Cash
336,100,101,6/7/2021,Debit Card
337,100,102,6/8/2021,Debit Card
338,100,102,6/8/2021,Debit Card
339,100,102,6/8/2021,Debit Card
340,100,103,6/8/2021,Cash
341,100,103,6/8/2021,Debit Card
342,100,103,6/8/2021,Debit Card
343,100,103,6/8/2021,Cash
344,100,104,6/10/2021,Debit Card
345,100,104,6/10/2021,Debit Card
346,100,104,6/10/2021,Debit Card
347,100,105,6/11/2021,Debit Card
348,100,105,6/11/2021,Debit Card
349,100,105,6/11/2021,Cash
350,100,106,6/11/2021,Debit Card
351,100,106,6/11/2021,Cash
352,100,106,6/11/2021,Cash
353,100,106,6/11/2021,Cash
354,100,107,6/12/2021,Debit Card
355,100,107,6/12/2021,Cash
356,100,107,6/12/2021,Cash
357,100,108,6/12/2021,Debit Card
358,100,108,6/12/2021,Cash
359,100,108,6/12/2021,Cash
360,100,109,6/12/2021,Cash
361,100,109,6/12/2021,Debit Card
362,100,109,6/12/2021,Debit Card
363,100,109,6/12/2021,Debit Card
364,100,110,6/12/2021,Debit Card
365,100,110,6/12/2021,Debit Card
366,100,110,6/12/2021,Debit Card
367,100,111,6/14/2021,Cash
368,100,111,6/14/2021,Cash
369,100,111,6/14/2021,Debit Card
370,100,112,6/14/2021,Cash
371,100,112,6/14/2021,Debit Card
372,100,112,6/14/2021,Cash
373,100,112,6/14/2021,Cash
374,100,113,6/16/2021,Debit Card
375,100,113,6/16/2021,Cash
376,100,113,6/16/2021,Debit Card
377,100,114,6/16/2021,Cash
378,100,114,6/16/2021,Cash
379,100,114,6/16/2021,Cash
380,100,115,6/18/2021,Debit Card
381,100,115,6/18/2021,Cash
382,100,115,6/18/2021,Debit Card
383,100,115,6/18/2021,Debit Card
384,100,116,6/21/2021,Debit Card
385,100,116,6/21/2021,Cash
386,100,116,6/21/2021,Debit Card
387,100,117,6/22/2021,Debit Card
388,100,117,6/22/2021,Cash
389,100,117,6/22/2021,Debit Card
390,100,118,6/23/2021,Cash
391,100,118,6/23/2021,Cash
392,100,118,6/23/2021,Cash
393,100,118,6/23/2021,Cash
394,100,119,6/24/2021,Cash
395,100,119,6/24/2021,Debit Card
396,100,119,6/24/2021,Debit Card
397,100,120,6/24/2021,Debit Card
398,100,120,6/24/2021,Cash
399,100,120,6/24/2021,Debit Card
400,100,121,6/25/2021,Cash
401,100,121,6/25/2021,Cash
402,100,121,6/25/2021,Debit Card
403,100,121,6/25/2021,Cash
404,100,122,6/26/2021,Cash
405,100,122,6/26/2021,Cash
406,100,122,6/26/2021,Debit Card
407,100,123,6/26/2021,Debit Card
408,100,123,6/26/2021,Debit Card
409,100,123,6/26/2021,Cash
410,100,124,6/26/2021,Debit Card
411,100,124,6/26/2021,Cash
412,100,124,6/26/2021,Cash
413,100,124,6/26/2021,Debit Card
414,100,125,6/26/2021,Debit Card
415,100,125,6/26/2021,Debit Card
416,100,125,6/26/2021,Debit Card
417,100,126,6/29/2021,Debit Card
418,100,126,6/29/2021,Cash
419,100,126,6/29/2021,Debit Card
420,100,127,6/29/2021,Cash
421,100,127,6/29/2021,Debit Card
422,100,127,6/29/2021,Cash
423,100,127,6/29/2021,Debit Card
424,100,128,7/1/2021,Debit Card
425,100,128,7/1/2021,Debit Card
426,100,128,7/1/2021,Debit Card
427,100,129,7/1/2021,Debit Card
428,100,129,7/1/2021,Cash
429,100,129,7/1/2021,Cash
430,100,130,7/4/2021,Debit Card
431,100,130,7/4/2021,Debit Card
432,100,130,7/4/2021,Debit Card
433,100,130,7/4/2021,Cash
434,100,131,7/4/2021,Debit Card
435,100,131,7/4/2021,Cash
436,100,131,7/4/2021,Debit Card
437,100,132,7/7/2021,Cash
438,100,132,7/7/2021,Cash
439,100,132,7/7/2021,Debit Card
440,100,133,7/7/2021,Debit Card
441,100,133,7/7/2021,Debit Card
442,100,133,7/7/2021,Cash
443,100,133,7/7/2021,Cash
444,100,134,7/8/2021,Cash
445,100,134,7/8/2021,Debit Card
446,100,134,7/8/2021,Cash
447,100,135,7/8/2021,Cash
448,100,135,7/8/2021,Cash
449,100,135,7/8/2021,Cash
450,100,136,7/9/2021,Debit Card
451,100,136,7/9/2021,Debit Card
452,100,136,7/9/2021,Cash
453,100,136,7/9/2021,Cash
454,100,137,7/13/2021,Debit Card
455,100,137,7/13/2021,Cash
456,100,137,7/13/2021,Debit Card
457,100,138,7/14/2021,Debit Card
458,100,138,7/14/2021,Cash
459,100,138,7/14/2021,Cash
460,100,139,7/15/2021,Cash
461,100,139,7/15/2021,Cash
462,100,139,7/15/2021,Cash
463,100,139,7/15/2021,Debit Card
464,100,140,7/15/2021,Debit Card
465,100,140,7/15/2021,Debit Card
466,100,140,7/15/2021,Cash
467,100,141,7/18/2021,Debit Card
468,100,141,7/18/2021,Cash
469,100,141,7/18/2021,Cash
470,100,142,7/18/2021,Debit Card
471,100,142,7/18/2021,Debit Card
472,100,142,7/18/2021,Debit Card
473,100,142,7/18/2021,Cash
474,100,143,7/19/2021,Cash
475,100,143,7/19/2021,Debit Card
476,100,143,7/19/2021,Debit Card
477,100,144,7/20/2021,Cash
478,100,144,7/20/2021,Debit Card
479,100,144,7/20/2021,Debit Card
480,100,145,7/20/2021,Debit Card
481,100,145,7/20/2021,Cash
482,100,145,7/20/2021,Debit Card
483,100,145,7/20/2021,Debit Card
484,100,146,7/22/2021,Debit Card
485,100,146,7/22/2021,Cash
486,100,146,7/22/2021,Debit Card
487,100,147,7/22/2021,Debit Card
488,100,147,7/22/2021,Debit Card
489,100,147,7/22/2021,Cash
490,100,148,7/24/2021,Cash
491,100,148,7/24/2021,Cash
492,100,148,7/24/2021,Cash
493,100,148,7/24/2021,Cash
494,100,149,7/24/2021,Cash
495,100,149,7/24/2021,Cash
496,100,149,7/24/2021,Cash
497,100,150,7/27/2021,Debit Card
498,100,150,7/27/2021,Cash
499,100,150,7/27/2021,Debit Card
500,100,151,7/31/2021,Debit Card
501,100,151,7/31/2021,Debit Card
502,100,151,7/31/2021,Cash
503,100,151,7/31/2021,Cash
504,100,152,7/31/2021,Debit Card
505,100,152,7/31/2021,Debit Card
506,100,152,7/31/2021,Cash
507,100,153,8/3/2021,Cash
508,100,153,8/3/2021,Debit Card
509,100,153,8/3/2021,Cash
510,100,154,8/5/2021,Cash
511,100,154,8/5/2021,Cash
512,100,154,8/5/2021,Debit Card
513,100,154,8/5/2021,Cash
514,100,155,8/6/2021,Cash
515,100,155,8/6/2021,Debit Card
516,100,155,8/6/2021,Debit Card
517,100,156,8/6/2021,Debit Card
518,100,156,8/6/2021,Debit Card
519,100,156,8/6/2021,Cash
520,100,157,8/8/2021,Debit Card
521,100,157,8/8/2021,Debit Card
522,100,157,8/8/2021,Cash
523,100,157,8/8/2021,Cash
524,100,158,8/8/2021,Debit Card
525,100,158,8/8/2021,Debit Card
526,100,158,8/8/2021,Cash
527,100,159,8/9/2021,Debit Card
528,100,159,8/9/2021,Debit Card
529,100,159,8/9/2021,Debit Card
530,100,160,8/9/2021,Debit Card
531,100,160,8/9/2021,Cash
532,100,160,8/9/2021,Debit Card
533,100,160,8/9/2021,Cash
534,100,161,8/12/2021,Cash
535,100,161,8/12/2021,Debit Card
536,100,161,8/12/2021,Cash
537,100,162,8/14/2021,Debit Card
538,100,162,8/14/2021,Cash
539,100,162,8/14/2021,Cash
540,100,163,8/14/2021,Cash
541,100,163,8/14/2021,Debit Card
542,100,163,8/14/2021,Debit Card
543,100,163,8/14/2021,Cash
544,100,164,8/15/2021,Cash
545,100,164,8/15/2021,Debit Card
546,100,164,8/15/2021,Cash
547,100,165,8/17/2021,Cash
548,100,165,8/17/2021,Cash
549,100,165,8/17/2021,Debit Card
550,100,166,8/18/2021,Cash
551,100,166,8/18/2021,Cash
552,100,166,8/18/2021,Cash
553,100,166,8/18/2021,Debit Card
554,100,167,8/20/2021,Debit Card
555,100,167,8/20/2021,Debit Card
556,100,167,8/20/2021,Cash
557,100,168,8/20/2021,Debit Card
558,100,168,8/20/2021,Cash
559,100,168,8/20/2021,Debit Card
560,100,169,8/22/2021,Debit Card
561,100,169,8/22/2021,Debit Card
562,100,169,8/22/2021,Cash
563,100,169,8/22/2021,Debit Card
564,100,170,8/23/2021,Cash
565,100,170,8/23/2021,Cash
566,100,170,8/23/2021,Debit Card
567,100,171,8/28/2021,Cash
568,100,171,8/28/2021,Cash
569,100,171,8/28/2021,Cash
570,100,172,8/29/2021,Debit Card
571,100,172,8/29/2021,Cash
572,100,172,8/29/2021,Cash
573,100,172,8/29/2021,Debit Card
574,100,173,8/30/2021,Debit Card
575,100,173,8/30/2021,Cash
576,100,173,8/30/2021,Debit Card
577,100,174,8/31/2021,Cash
578,100,174,8/31/2021,Debit Card
579,100,174,8/31/2021,Debit Card
580,100,175,8/31/2021,Cash
581,100,175,8/31/2021,Cash
582,100,175,8/31/2021,Cash
583,100,175,8/31/2021,Cash
584,100,176,9/1/2021,Cash
585,100,176,9/1/2021,Debit Card
586,100,176,9/1/2021,Cash
587,100,177,9/2/2021,Debit Card
588,100,177,9/2/2021,Cash
589,100,177,9/2/2021,Debit Card
590,100,178,9/4/2021,Debit Card
591,100,178,9/4/2021,Cash
592,100,178,9/4/2021,Debit Card
593,100,178,9/4/2021,Debit Card
594,100,179,9/6/2021,Debit Card
595,100,179,9/6/2021,Debit Card
596,100,179,9/6/2021,Cash
597,100,180,9/7/2021,Cash
598,100,180,9/7/2021,Cash
599,100,180,9/7/2021,Debit Card
600,100,181,9/7/2021,Cash
601,100,181,9/7/2021,Debit Card
602,100,181,9/7/2021,Cash
603,100,181,9/7/2021,Cash
604,100,182,9/8/2021,Cash
605,100,182,9/8/2021,Debit Card
606,100,182,9/8/2021,Debit Card
607,100,183,9/10/2021,Cash
608,100,183,9/10/2021,Cash
609,100,183,9/10/2021,Cash
610,100,184,9/11/2021,Debit Card
611,100,184,9/11/2021,Cash
612,100,184,9/11/2021,Debit Card
613,100,184,9/11/2021,Cash
614,100,185,9/11/2021,Debit Card
615,100,185,9/11/2021,Cash
616,100,185,9/11/2021,Cash
617,100,186,9/14/2021,Cash
618,100,186,9/14/2021,Cash
619,100,186,9/14/2021,Cash
620,100,187,9/15/2021,Cash
621,100,187,9/15/2021,Cash
622,100,187,9/15/2021,Cash
623,100,187,9/15/2021,Cash
624,100,188,9/16/2021,Cash
625,100,188,9/16/2021,Debit Card
626,100,188,9/16/2021,Debit Card
627,100,189,9/17/2021,Debit Card
628,100,189,9/17/2021,Cash
629,100,189,9/17/2021,Debit Card
630,100,190,9/18/2021,Cash
631,100,190,9/18/2021,Cash
632,100,190,9/18/2021,Cash
633,100,190,9/18/2021,Debit Card
634,100,191,9/18/2021,Cash
635,100,191,9/18/2021,Debit Card
636,100,191,9/18/2021,Cash
637,100,192,9/20/2021,Debit Card
638,100,192,9/20/2021,Debit Card
639,100,192,9/20/2021,Debit Card
640,100,193,9/23/2021,Debit Card
641,100,193,9/23/2021,Cash
642,100,193,9/23/2021,Cash
643,100,193,9/23/2021,Debit Card
644,100,194,9/23/2021,Cash
645,100,194,9/23/2021,Cash
646,100,194,9/23/2021,Cash
647,100,195,9/27/2021,Cash
648,100,195,9/27/2021,Debit Card
649,100,195,9/27/2021,Cash
650,100,196,9/29/2021,Cash
651,100,196,9/29/2021,Cash
652,100,196,9/29/2021,Cash
653,100,196,9/29/2021,Debit Card
654,100,197,9/30/2021,Debit Card
655,100,197,9/30/2021,Cash
656,100,197,9/30/2021,Cash
657,100,198,10/2/2021,Debit Card
658,100,198,10/2/2021,Cash
659,100,198,10/2/2021,Debit Card
660,100,199,10/3/2021,Debit Card
661,100,199,10/3/2021,Cash
662,100,199,10/3/2021,Cash
663,100,199,10/3/2021,Cash
664,100,200,10/4/2021,Cash
665,100,200,10/4/2021,Debit Card
666,100,200,10/4/2021,Cash
667,100,201,10/5/2021,Debit Card
668,100,201,10/5/2021,Debit Card
669,100,201,10/5/2021,Debit Card
670,100,202,10/5/2021,Cash
671,100,202,10/5/2021,Cash
672,100,202,10/5/2021,Cash
673,100,202,10/5/2021,Debit Card
674,100,203,10/6/2021,Cash
675,100,203,10/6/2021,Cash
676,100,203,10/6/2021,Cash
677,100,204,10/7/2021,Cash
678,100,204,10/7/2021,Debit Card
679,100,204,10/7/2021,Cash
680,100,205,10/8/2021,Debit Card
681,100,205,10/8/2021,Debit Card
682,100,205,10/8/2021,Debit Card
683,100,205,10/8/2021,Debit Card
684,100,206,10/8/2021,Cash
685,100,206,10/8/2021,Debit Card
686,100,206,10/8/2021,Cash
687,100,207,10/9/2021,Debit Card
688,100,207,10/9/2021,Cash
689,100,207,10/9/2021,Debit Card
690,100,208,10/11/2021,Cash
691,100,208,10/11/2021,Debit Card
692,100,208,10/11/2021,Cash
693,100,208,10/11/2021,Debit Card
694,100,209,10/11/2021,Cash
695,100,209,10/11/2021,Cash
696,100,209,10/11/2021,Debit Card
697,100,210,10/12/2021,Debit Card
698,100,210,10/12/2021,Cash
699,100,210,10/12/2021,Debit Card
700,100,211,10/12/2021,Cash
701,100,211,10/12/2021,Cash
702,100,211,10/12/2021,Debit Card
703,100,211,10/12/2021,Cash
704,100,212,10/12/2021,Debit Card
705,100,212,10/12/2021,Debit Card
706,100,212,10/12/2021,Debit Card
707,100,213,10/13/2021,Debit Card
708,100,213,10/13/2021,Debit Card
709,100,213,10/13/2021,Debit Card
710,100,214,10/15/2021,Debit Card
711,100,214,10/15/2021,Debit Card
712,100,214,10/15/2021,Cash
713,100,214,10/15/2021,Cash
714,100,215,10/15/2021,Debit Card
715,100,215,10/15/2021,Cash
716,100,215,10/15/2021,Debit Card
717,100,216,10/16/2021,Cash
718,100,216,10/16/2021,Cash
719,100,216,10/16/2021,Debit Card
720,100,217,10/17/2021,Debit Card
721,100,217,10/17/2021,Debit Card
722,100,217,10/17/2021,Cash
723,100,217,10/17/2021,Debit Card
724,100,218,10/18/2021,Debit Card
725,100,218,10/18/2021,Cash
726,100,218,10/18/2021,Cash
727,100,219,10/19/2021,Debit Card
728,100,219,10/19/2021,Cash
729,100,219,10/19/2021,Debit Card
730,100,220,10/19/2021,Debit Card
731,100,220,10/19/2021,Cash
732,100,220,10/19/2021,Debit Card
733,100,220,10/19/2021,Cash
734,100,221,10/25/2021,Debit Card
735,100,221,10/25/2021,Cash
736,100,221,10/25/2021,Cash
737,100,222,10/25/2021,Cash
738,100,222,10/25/2021,Cash
739,100,222,10/25/2021,Debit Card
740,100,223,10/25/2021,Debit Card
741,100,223,10/25/2021,Debit Card
742,100,223,10/25/2021,Cash
743,100,223,10/25/2021,Cash
744,100,224,10/25/2021,Debit Card
745,100,224,10/25/2021,Debit Card
746,100,224,10/25/2021,Cash
747,100,225,10/27/2021,Cash
748,100,225,10/27/2021,Cash
749,100,225,10/27/2021,Cash
750,100,226,10/28/2021,Debit Card
751,100,226,10/28/2021,Cash
752,100,226,10/28/2021,Cash
753,100,226,10/28/2021,Cash
754,100,227,10/28/2021,Debit Card
755,100,227,10/28/2021,Debit Card
756,100,227,10/28/2021,Cash
757,100,228,10/28/2021,Cash
758,100,228,10/28/2021,Cash
759,100,228,10/28/2021,Debit Card
760,100,229,10/31/2021,Cash
761,100,229,10/31/2021,Cash
762,100,229,10/31/2021,Cash
763,100,229,10/31/2021,Debit Card
764,100,230,10/31/2021,Cash
765,100,230,10/31/2021,Debit Card
766,100,230,10/31/2021,Cash
767,100,231,10/31/2021,Debit Card
768,100,231,10/31/2021,Debit Card
769,100,231,10/31/2021,Debit Card
770,100,232,11/1/2021,Cash
771,100,232,11/1/2021,Debit Card
772,100,232,11/1/2021,Cash
773,100,232,11/1/2021,Debit Card
774,100,233,11/2/2021,Cash
775,100,233,11/2/2021,Debit Card
776,100,233,11/2/2021,Debit Card
