visit_id,customer_id,lead_id,branch_id,visit_date,entring_time,leaving_time,purchased
46,,3,100,2/25/2021,9:24,9:42,FALSE
47,11,,100,2/25/2021,10:49,11:04,TRUE
48,12,,100,2/25/2021,11:15,11:49,TRUE
49,11,,100,2/25/2021,11:36,12:17,TRUE
50,12,,100,2/25/2021,11:56,12:32,TRUE
51,11,,100,2/25/2021,17:08,17:27,TRUE
52,12,,100,2/25/2021,21:09,21:28,TRUE
53,17,,100,2/27/2021,11:45,12:20,FALSE
54,13,,100,2/28/2021,15:30,16:05,FALSE
55,,4,100,2/28/2021,19:44,19:54,FALSE
56,19,,100,3/2/2021,16:00,16:55,FALSE
57,14,,100,3/2/2021,16:30,17:22,FALSE
58,18,,100,3/2/2021,16:45,16:55,FALSE
59,13,,100,3/3/2021,15:00,15:26,TRUE
60,,5,100,3/3/2021,16:07,16:16,FALSE
61,13,,100,3/3/2021,16:28,16:44,TRUE
62,13,,100,3/3/2021,17:08,17:36,TRUE
63,13,,100,3/3/2021,19:32,19:55,TRUE
64,15,,100,3/3/2021,20:00,20:39,FALSE
65,23,,100,3/4/2021,14:30,15:06,FALSE
66,16,,100,3/4/2021,14:45,15:21,FALSE
67,14,,100,3/5/2021,8:55,9:39,TRUE
68,14,,100,3/5/2021,13:31,13:51,TRUE
69,21,,100,3/5/2021,15:15,15:47,FALSE
70,25,,100,3/5/2021,17:45,18:25,FALSE
71,14,,100,3/5/2021,17:50,18:13,TRUE
72,16,,100,3/6/2021,11:20,11:48,TRUE
73,20,,100,3/6/2021,12:30,12:57,FALSE
74,15,,100,3/6/2021,12:40,13:07,TRUE
75,21,,100,3/6/2021,14:00,14:43,FALSE
76,16,,100,3/6/2021,14:29,14:57,TRUE
77,17,,100,3/6/2021,15:24,16:00,TRUE
78,18,,100,3/6/2021,16:06,16:40,TRUE
79,17,,100,3/6/2021,16:35,17:12,TRUE
80,16,,100,3/6/2021,17:30,17:58,TRUE
81,17,,100,3/6/2021,19:51,20:19,TRUE
82,18,,100,3/6/2021,20:09,20:32,TRUE
83,18,,100,3/6/2021,20:17,20:49,TRUE
84,16,,100,3/6/2021,20:40,21:18,TRUE
85,15,,100,3/6/2021,21:11,21:49,TRUE
86,15,,100,3/6/2021,21:38,22:17,TRUE
87,22,,100,3/7/2021,8:15,9:12,FALSE
88,,6,100,3/7/2021,16:46,16:59,FALSE
89,21,,100,3/8/2021,9:27,10:00,TRUE
90,19,,100,3/8/2021,10:32,11:09,TRUE
91,19,,100,3/8/2021,10:44,11:08,TRUE
92,19,,100,3/8/2021,12:34,13:09,TRUE
93,19,,100,3/8/2021,15:56,16:40,TRUE
94,20,,100,3/8/2021,16:24,16:50,TRUE
95,24,,100,3/8/2021,16:45,17:00,FALSE
96,21,,100,3/8/2021,17:17,17:36,TRUE
97,21,,100,3/8/2021,17:27,17:53,TRUE
98,20,,100,3/8/2021,20:24,21:01,TRUE
99,20,,100,3/8/2021,20:49,21:29,TRUE
100,30,,100,3/9/2021,15:45,16:41,FALSE
101,22,,100,3/9/2021,16:03,16:38,TRUE
102,22,,100,3/9/2021,16:11,17:00,TRUE
103,28,,100,3/9/2021,19:00,19:23,FALSE
104,22,,100,3/9/2021,20:23,21:05,TRUE
105,22,,100,3/9/2021,21:48,22:21,TRUE
106,,7,100,3/10/2021,15:47,15:53,FALSE
107,23,,100,3/10/2021,16:44,17:15,TRUE
108,23,,100,3/10/2021,19:18,19:55,TRUE
109,23,,100,3/10/2021,20:58,21:41,TRUE
110,24,,100,3/11/2021,11:17,11:47,TRUE
111,26,,100,3/11/2021,12:30,13:10,FALSE
112,24,,100,3/11/2021,14:38,15:18,TRUE
113,24,,100,3/11/2021,15:43,16:11,TRUE
114,27,,100,3/11/2021,20:45,21:18,FALSE
115,25,,100,3/12/2021,14:53,15:20,TRUE
116,25,,100,3/12/2021,17:41,18:03,TRUE
117,25,,100,3/12/2021,17:55,18:42,TRUE
118,25,,100,3/12/2021,19:58,20:32,TRUE
119,32,,100,3/13/2021,14:15,14:38,FALSE
120,,8,100,3/13/2021,16:15,16:35,FALSE
121,31,,100,3/14/2021,11:15,11:53,FALSE
122,26,,100,3/14/2021,14:17,14:35,TRUE
123,26,,100,3/14/2021,15:20,15:42,TRUE
124,29,,100,3/14/2021,15:30,16:22,FALSE
125,27,,100,3/14/2021,16:15,17:07,FALSE
126,26,,100,3/14/2021,19:08,19:46,TRUE
127,28,,100,3/15/2021,9:21,9:52,TRUE
128,27,,100,3/15/2021,9:33,10:01,TRUE
129,27,,100,3/15/2021,10:33,11:13,TRUE
130,28,,100,3/15/2021,13:13,13:48,TRUE
131,27,,100,3/15/2021,15:10,15:31,TRUE
132,29,,100,3/15/2021,15:29,16:09,TRUE
133,30,,100,3/15/2021,15:58,16:42,TRUE
134,28,,100,3/15/2021,16:37,17:08,TRUE
135,29,,100,3/15/2021,17:04,17:46,TRUE
136,30,,100,3/15/2021,17:15,18:04,TRUE
137,30,,100,3/15/2021,17:58,18:29,TRUE
138,28,,100,3/15/2021,19:20,19:59,TRUE
139,29,,100,3/15/2021,19:32,20:03,TRUE
140,31,,100,3/16/2021,11:08,11:20,TRUE
141,31,,100,3/16/2021,11:40,12:12,TRUE
142,31,,100,3/16/2021,16:36,16:43,TRUE
143,31,,100,3/16/2021,20:10,20:34,TRUE
144,35,,100,3/17/2021,11:30,12:17,FALSE
145,37,,100,3/17/2021,11:45,12:33,FALSE
146,,9,100,3/17/2021,13:38,13:44,FALSE
147,32,,100,3/18/2021,11:24,12:18,TRUE
148,32,,100,3/18/2021,11:42,11:49,TRUE
149,32,,100,3/18/2021,13:14,13:33,TRUE
150,41,,100,3/18/2021,16:30,16:41,FALSE
151,34,,100,3/19/2021,11:45,12:16,FALSE
152,43,,100,3/19/2021,16:00,16:25,FALSE
153,38,,100,3/20/2021,10:15,11:13,FALSE
154,33,,100,3/20/2021,12:00,12:25,FALSE
155,,10,100,3/20/2021,20:37,20:43,FALSE
156,34,,100,3/21/2021,9:42,10:13,TRUE
157,42,,100,3/21/2021,10:15,10:55,FALSE
158,33,,100,3/21/2021,10:38,11:31,TRUE
159,33,,100,3/21/2021,13:51,14:14,TRUE
160,34,,100,3/21/2021,17:52,18:18,TRUE
161,34,,100,3/21/2021,18:14,18:47,TRUE
162,34,,100,3/21/2021,18:52,19:03,TRUE
163,33,,100,3/21/2021,18:53,19:22,TRUE
164,40,,100,3/22/2021,8:45,9:24,FALSE
165,35,,100,3/22/2021,11:50,12:16,TRUE
166,35,,100,3/22/2021,12:36,13:10,TRUE
167,36,,100,3/22/2021,12:45,13:14,FALSE
168,35,,100,3/22/2021,15:14,15:44,TRUE
169,39,,100,3/22/2021,20:30,20:43,FALSE
170,36,,100,3/23/2021,10:11,10:41,TRUE
171,,11,100,3/23/2021,10:35,10:48,FALSE
172,37,,100,3/23/2021,11:03,11:51,TRUE
173,36,,100,3/23/2021,11:40,11:58,TRUE
174,39,,100,3/23/2021,11:45,12:27,FALSE
175,38,,100,3/23/2021,13:08,13:44,TRUE
176,38,,100,3/23/2021,13:32,14:02,TRUE
177,37,,100,3/23/2021,15:06,15:32,TRUE
178,38,,100,3/23/2021,17:58,18:22,TRUE
179,37,,100,3/23/2021,19:44,20:10,TRUE
180,36,,100,3/23/2021,20:26,20:49,TRUE
181,37,,100,3/23/2021,20:37,21:00,TRUE
182,39,,100,3/24/2021,8:32,8:53,TRUE
183,39,,100,3/24/2021,13:19,13:43,TRUE
184,39,,100,3/24/2021,16:36,16:56,TRUE
185,42,,100,3/25/2021,8:17,8:32,TRUE
186,41,,100,3/25/2021,9:09,9:45,TRUE
187,41,,100,3/25/2021,9:35,10:06,TRUE
188,40,,100,3/25/2021,9:44,10:07,TRUE
189,41,,100,3/25/2021,10:08,10:48,TRUE
190,42,,100,3/25/2021,10:30,11:19,TRUE
191,40,,100,3/25/2021,11:43,12:01,TRUE
192,40,,100,3/25/2021,19:19,19:45,TRUE
193,42,,100,3/25/2021,21:19,21:37,TRUE
194,40,,100,3/25/2021,21:23,22:10,TRUE
195,43,,100,3/26/2021,8:40,9:01,TRUE
196,43,,100,3/26/2021,15:13,15:50,TRUE
197,44,,100,3/26/2021,17:00,17:24,FALSE
198,43,,100,3/26/2021,19:02,19:30,TRUE
199,43,,100,3/26/2021,19:36,20:07,TRUE
200,45,,100,3/27/2021,15:00,15:48,FALSE
201,,12,100,3/27/2021,17:19,17:31,FALSE
202,48,,100,3/29/2021,11:15,11:41,FALSE
203,46,,100,3/30/2021,10:30,11:15,FALSE
204,48,,100,3/30/2021,11:15,11:27,FALSE
205,,13,100,3/30/2021,14:40,14:48,FALSE
206,44,,100,3/30/2021,16:16,16:43,TRUE
207,44,,100,3/30/2021,17:50,18:31,TRUE
208,44,,100,3/30/2021,19:38,20:01,TRUE
209,46,,100,3/31/2021,20:45,21:06,FALSE
210,46,,100,4/1/2021,11:45,12:26,FALSE
211,,14,100,4/2/2021,10:59,11:09,FALSE
212,45,,100,4/3/2021,14:29,15:05,TRUE
213,45,,100,4/3/2021,15:07,15:39,TRUE
214,45,,100,4/3/2021,19:44,20:17,TRUE
215,47,,100,4/4/2021,14:00,14:55,FALSE
216,51,,100,4/4/2021,15:30,15:41,FALSE
217,47,,100,4/5/2021,11:23,11:53,TRUE
218,48,,100,4/5/2021,11:58,12:32,TRUE
219,47,,100,4/5/2021,13:24,13:53,TRUE
220,46,,100,4/5/2021,16:14,16:44,TRUE
221,48,,100,4/5/2021,17:11,17:35,TRUE
222,46,,100,4/5/2021,17:52,18:16,TRUE
223,46,,100,4/5/2021,19:14,19:22,TRUE
224,48,,100,4/5/2021,19:19,19:38,TRUE
225,53,,100,4/5/2021,19:45,20:06,FALSE
226,47,,100,4/5/2021,19:51,20:28,TRUE
227,46,,100,4/5/2021,20:56,21:21,TRUE
228,,15,100,4/6/2021,11:19,11:34,FALSE
229,55,,100,4/6/2021,17:45,18:26,FALSE
230,49,,100,4/6/2021,18:00,18:49,FALSE
231,50,,100,4/7/2021,15:15,16:03,FALSE
232,49,,100,4/7/2021,16:09,16:34,TRUE
233,49,,100,4/7/2021,17:23,17:49,TRUE
234,49,,100,4/7/2021,18:37,19:00,TRUE
235,49,,100,4/7/2021,19:16,19:34,TRUE
236,54,,100,4/8/2021,10:15,10:57,FALSE
237,60,,100,4/8/2021,15:30,16:18,FALSE
238,56,,100,4/8/2021,17:45,18:32,FALSE
239,50,,100,4/9/2021,12:22,12:31,TRUE
240,50,,100,4/9/2021,15:10,15:49,TRUE
241,,16,100,4/9/2021,20:03,20:15,FALSE
242,50,,100,4/9/2021,20:34,21:18,TRUE
243,52,,100,4/10/2021,13:30,13:58,FALSE
244,58,,100,4/10/2021,15:00,15:28,FALSE
245,58,,100,4/10/2021,17:15,17:38,FALSE
246,59,,100,4/10/2021,18:30,19:05,FALSE
247,57,,100,4/11/2021,8:00,8:41,FALSE
248,51,,100,4/11/2021,8:04,8:44,TRUE
249,52,,100,4/11/2021,9:02,9:18,TRUE
250,52,,100,4/11/2021,9:31,10:08,TRUE
251,51,,100,4/11/2021,9:38,10:06,TRUE
252,59,,100,4/11/2021,11:15,12:12,FALSE
253,62,,100,4/11/2021,12:15,12:32,FALSE
254,52,,100,4/11/2021,12:33,13:08,TRUE
255,52,,100,4/11/2021,14:32,14:54,TRUE
256,51,,100,4/11/2021,18:15,18:54,TRUE
257,53,,100,4/11/2021,19:07,19:43,TRUE
258,53,,100,4/11/2021,20:25,20:53,TRUE
259,53,,100,4/11/2021,20:41,21:06,TRUE
260,55,,100,4/12/2021,9:33,10:02,TRUE
261,54,,100,4/12/2021,9:46,10:12,TRUE
262,54,,100,4/12/2021,11:43,12:05,TRUE
263,55,,100,4/12/2021,14:31,15:20,TRUE
264,,17,100,4/12/2021,15:20,15:31,FALSE
265,54,,100,4/12/2021,17:58,18:03,TRUE
266,55,,100,4/12/2021,18:03,18:29,TRUE
267,55,,100,4/12/2021,20:01,20:39,TRUE
268,56,,100,4/13/2021,9:05,9:51,TRUE
269,56,,100,4/13/2021,12:51,13:15,TRUE
270,63,,100,4/13/2021,13:00,13:17,FALSE
271,58,,100,4/13/2021,15:45,16:14,FALSE
272,61,,100,4/13/2021,19:00,19:18,FALSE
273,56,,100,4/13/2021,19:44,20:22,TRUE
274,58,,100,4/14/2021,9:35,10:01,TRUE
275,59,,100,4/14/2021,10:36,10:51,TRUE
276,57,,100,4/14/2021,11:19,11:29,TRUE
277,59,,100,4/14/2021,13:24,13:39,TRUE
278,58,,100,4/14/2021,13:32,14:07,TRUE
279,58,,100,4/14/2021,13:54,14:38,TRUE
280,58,,100,4/14/2021,14:41,14:59,TRUE
281,59,,100,4/14/2021,15:13,15:34,TRUE
282,60,,100,4/14/2021,16:15,16:53,FALSE
283,57,,100,4/14/2021,17:07,17:46,TRUE
284,57,,100,4/14/2021,18:03,18:52,TRUE
285,60,,100,4/15/2021,10:20,11:05,TRUE
286,60,,100,4/15/2021,12:23,12:36,TRUE
287,60,,100,4/15/2021,19:36,19:57,TRUE
288,,18,100,4/16/2021,9:46,10:01,FALSE
289,66,,100,4/17/2021,13:15,13:45,FALSE
290,61,,100,4/18/2021,9:58,10:42,TRUE
291,61,,100,4/18/2021,10:47,11:07,TRUE
292,67,,100,4/18/2021,15:15,15:50,FALSE
293,62,,100,4/18/2021,16:36,16:52,TRUE
294,61,,100,4/18/2021,17:07,17:35,TRUE
295,62,,100,4/18/2021,17:28,18:01,TRUE
296,62,,100,4/18/2021,18:12,18:22,TRUE
297,61,,100,4/18/2021,20:04,20:29,TRUE
298,63,,100,4/19/2021,10:51,11:25,TRUE
299,63,,100,4/19/2021,11:56,12:09,TRUE
300,63,,100,4/19/2021,17:04,17:35,TRUE
301,,19,100,4/19/2021,20:26,20:45,FALSE
302,64,,100,4/20/2021,8:45,9:24,FALSE
303,70,,100,4/21/2021,10:15,10:57,FALSE
304,64,,100,4/21/2021,11:43,12:18,TRUE
305,68,,100,4/21/2021,13:45,14:04,FALSE
306,71,,100,4/21/2021,13:45,14:22,FALSE
307,64,,100,4/21/2021,13:59,14:39,TRUE
308,64,,100,4/21/2021,15:22,15:41,TRUE
309,64,,100,4/21/2021,19:44,20:03,TRUE
310,69,,100,4/22/2021,11:45,12:38,FALSE
311,,20,100,4/22/2021,20:07,20:22,FALSE
312,65,,100,4/23/2021,16:00,16:14,FALSE
313,67,,100,4/24/2021,8:58,9:07,TRUE
314,67,,100,4/24/2021,11:53,12:18,TRUE
315,67,,100,4/24/2021,13:23,13:45,TRUE
316,66,,100,4/24/2021,14:43,15:34,TRUE
317,66,,100,4/24/2021,15:31,16:04,TRUE
318,67,,100,4/24/2021,15:59,16:12,TRUE
319,65,,100,4/24/2021,18:31,19:09,TRUE
320,65,,100,4/24/2021,20:43,21:13,TRUE
321,65,,100,4/24/2021,21:14,22:02,TRUE
322,66,,100,4/24/2021,21:35,21:47,TRUE
323,,21,100,4/26/2021,20:13,20:30,FALSE
324,69,,100,4/27/2021,11:53,12:32,TRUE
325,68,,100,4/27/2021,11:58,12:33,TRUE
326,69,,100,4/27/2021,16:50,17:22,TRUE
327,68,,100,4/27/2021,17:36,18:09,TRUE
328,68,,100,4/27/2021,18:17,18:55,TRUE
329,72,,100,4/27/2021,19:15,19:44,FALSE
330,69,,100,4/27/2021,19:51,20:06,TRUE
331,73,,100,4/28/2021,8:15,9:02,FALSE
332,70,,100,4/28/2021,8:35,8:59,TRUE
333,70,,100,4/28/2021,8:52,9:19,TRUE
334,71,,100,4/28/2021,11:19,11:53,TRUE
335,71,,100,4/28/2021,11:52,12:53,TRUE
336,70,,100,4/28/2021,12:00,12:33,TRUE
337,70,,100,4/28/2021,19:11,19:34,TRUE
338,71,,100,4/28/2021,19:55,20:18,TRUE
339,,13,100,4/28/2021,14:40,14:48,TRUE
340,,22,100,4/29/2021,11:38,11:44,FALSE
341,78,,100,4/30/2021,10:00,10:41,FALSE
342,74,,100,4/30/2021,20:00,20:16,FALSE
343,72,,100,5/1/2021,11:42,12:18,TRUE
344,72,,100,5/1/2021,15:40,16:17,TRUE
345,72,,100,5/1/2021,17:34,18:10,TRUE
346,75,,100,5/1/2021,18:45,18:58,FALSE
347,,23,100,5/2/2021,8:17,8:26,FALSE
348,79,,100,5/2/2021,10:30,10:55,FALSE
349,73,,100,5/2/2021,12:40,13:05,TRUE
350,73,,100,5/2/2021,12:51,13:24,TRUE
351,73,,100,5/2/2021,14:21,15:10,TRUE
352,73,,100,5/2/2021,21:13,21:39,TRUE
353,77,,100,5/3/2021,9:30,10:05,FALSE
354,76,,100,5/4/2021,14:45,15:40,FALSE
355,76,,100,5/4/2021,18:00,18:31,FALSE
356,74,,100,5/5/2021,8:38,8:58,TRUE
357,74,,100,5/5/2021,10:03,10:49,TRUE
358,74,,100,5/5/2021,14:23,14:41,TRUE
359,76,,100,5/5/2021,16:30,17:01,FALSE
360,75,,100,5/5/2021,19:04,19:22,TRUE
361,75,,100,5/5/2021,20:13,20:35,TRUE
362,75,,100,5/5/2021,21:26,21:46,TRUE
363,77,,100,5/6/2021,8:00,8:40,TRUE
364,,24,100,5/6/2021,8:03,8:18,FALSE
365,77,,100,5/6/2021,9:04,9:32,TRUE
366,76,,100,5/6/2021,9:45,10:05,TRUE
367,76,,100,5/6/2021,11:04,11:27,TRUE
368,76,,100,5/6/2021,13:29,14:00,TRUE
369,77,,100,5/6/2021,16:32,17:00,TRUE
370,76,,100,5/6/2021,16:38,17:14,TRUE
371,78,,100,5/7/2021,8:36,9:15,TRUE
372,79,,100,5/7/2021,9:03,9:19,TRUE
373,79,,100,5/7/2021,9:23,9:44,TRUE
374,78,,100,5/7/2021,11:38,12:14,TRUE
375,78,,100,5/7/2021,13:47,14:12,TRUE
376,79,,100,5/7/2021,16:06,16:38,TRUE
377,79,,100,5/7/2021,17:05,17:41,TRUE
378,,25,100,5/9/2021,16:23,16:32,FALSE
379,80,,100,5/11/2021,15:30,15:51,FALSE
380,,26,100,5/12/2021,19:45,20:00,FALSE
381,81,,100,5/15/2021,15:45,16:21,FALSE
382,82,,100,5/15/2021,20:30,21:02,FALSE
383,81,,100,5/16/2021,8:23,8:56,TRUE
384,83,,100,5/16/2021,8:30,9:03,FALSE
385,80,,100,5/16/2021,8:45,9:14,TRUE
386,81,,100,5/16/2021,10:53,11:20,TRUE
387,80,,100,5/16/2021,11:49,12:10,TRUE
388,,27,100,5/16/2021,11:52,11:58,FALSE
389,81,,100,5/16/2021,12:12,12:32,TRUE
390,91,,100,5/16/2021,12:30,13:14,FALSE
391,80,,100,5/16/2021,13:03,13:38,TRUE
392,89,,100,5/16/2021,14:45,15:19,FALSE
393,86,,100,5/16/2021,17:00,17:19,FALSE
394,84,,100,5/17/2021,10:30,10:50,FALSE
395,82,,100,5/17/2021,11:28,12:07,TRUE
396,82,,100,5/17/2021,13:05,13:20,TRUE
397,85,,100,5/17/2021,13:15,13:36,FALSE
398,82,,100,5/17/2021,14:22,14:57,TRUE
399,82,,100,5/17/2021,14:41,15:14,TRUE
400,90,,100,5/17/2021,20:15,20:26,FALSE
401,87,,100,5/18/2021,9:15,9:45,FALSE
402,83,,100,5/18/2021,10:12,10:41,TRUE
403,83,,100,5/18/2021,12:27,13:05,TRUE
404,83,,100,5/18/2021,18:05,18:29,TRUE
405,88,,100,5/19/2021,8:00,8:51,FALSE
406,85,,100,5/19/2021,10:38,11:23,TRUE
407,85,,100,5/19/2021,12:01,12:25,TRUE
408,,28,100,5/19/2021,12:41,12:56,FALSE
409,84,,100,5/19/2021,12:58,13:26,TRUE
410,85,,100,5/19/2021,15:27,15:56,TRUE
411,84,,100,5/19/2021,15:28,16:10,TRUE
412,84,,100,5/19/2021,20:55,21:35,TRUE
413,85,,100,5/19/2021,21:18,21:37,TRUE
414,92,,100,5/20/2021,18:45,19:15,FALSE
415,86,,100,5/21/2021,9:46,10:28,TRUE
416,86,,100,5/21/2021,17:23,17:56,TRUE
417,86,,100,5/21/2021,19:19,19:44,TRUE
418,87,,100,5/22/2021,11:36,12:14,TRUE
419,,29,100,5/22/2021,17:28,17:34,FALSE
420,87,,100,5/22/2021,18:05,18:56,TRUE
421,87,,100,5/22/2021,18:40,18:57,TRUE
422,89,,100,5/23/2021,8:41,9:09,TRUE
423,90,,100,5/23/2021,9:58,10:32,TRUE
424,99,,100,5/23/2021,10:30,11:01,FALSE
425,90,,100,5/23/2021,11:13,11:37,TRUE
426,89,,100,5/23/2021,13:36,14:02,TRUE
427,91,,100,5/23/2021,14:16,14:46,TRUE
428,89,,100,5/23/2021,14:48,15:17,TRUE
429,94,,100,5/23/2021,15:00,15:47,FALSE
430,90,,100,5/23/2021,16:22,16:50,TRUE
431,88,,100,5/23/2021,17:17,17:41,TRUE
432,88,,100,5/23/2021,17:23,17:50,TRUE
433,91,,100,5/23/2021,17:26,17:48,TRUE
434,88,,100,5/23/2021,17:29,18:01,TRUE
435,91,,100,5/23/2021,18:32,18:39,TRUE
436,91,,100,5/23/2021,20:46,21:29,TRUE
437,88,,100,5/23/2021,21:46,22:42,TRUE
438,95,,100,5/24/2021,9:30,10:18,FALSE
439,93,,100,5/24/2021,11:15,12:14,FALSE
440,92,,100,5/24/2021,11:45,12:16,TRUE
441,92,,100,5/24/2021,13:13,13:44,TRUE
442,92,,100,5/24/2021,13:32,13:45,TRUE
443,93,,100,5/25/2021,9:18,9:56,TRUE
444,93,,100,5/25/2021,9:49,10:18,TRUE
445,93,,100,5/25/2021,19:32,19:48,TRUE
446,94,,100,5/26/2021,8:30,9:00,TRUE
447,94,,100,5/26/2021,9:06,9:35,TRUE
448,94,,100,5/26/2021,12:53,13:12,TRUE
449,,30,100,5/26/2021,17:42,18:01,FALSE
450,98,,100,5/26/2021,18:00,18:32,FALSE
451,94,,100,5/26/2021,20:35,20:56,TRUE
452,95,,100,5/27/2021,8:33,9:07,TRUE
453,95,,100,5/27/2021,9:02,9:37,TRUE
454,96,,100,5/27/2021,16:45,17:23,FALSE
455,95,,100,5/27/2021,21:35,22:12,TRUE
456,97,,100,5/29/2021,11:30,11:41,FALSE
457,96,,100,5/29/2021,14:38,15:12,TRUE
458,,31,100,5/29/2021,14:57,15:10,FALSE
459,96,,100,5/29/2021,18:25,18:52,TRUE
460,96,,100,5/29/2021,19:21,19:45,TRUE
461,97,,100,5/30/2021,9:26,9:50,TRUE
462,99,,100,5/30/2021,10:47,11:08,TRUE
463,99,,100,5/30/2021,12:06,12:27,TRUE
464,97,,100,5/30/2021,12:55,13:13,TRUE
465,97,,100,5/30/2021,13:32,14:06,TRUE
466,97,,100,5/30/2021,15:45,15:53,TRUE
467,98,,100,5/30/2021,17:37,18:16,TRUE
468,98,,100,5/30/2021,17:55,18:32,TRUE
469,99,,100,5/30/2021,20:48,21:23,TRUE
470,98,,100,5/30/2021,21:25,22:01,TRUE
471,,32,100,6/1/2021,9:16,9:30,FALSE
472,103,,100,6/2/2021,20:15,20:52,FALSE
473,101,,100,6/3/2021,14:15,15:07,FALSE
474,100,,100,6/4/2021,11:45,12:19,FALSE
475,,33,100,6/5/2021,10:39,10:52,FALSE
476,106,,100,6/5/2021,14:45,15:20,FALSE
477,100,,100,6/6/2021,13:27,14:07,TRUE
478,105,,100,6/6/2021,16:00,16:23,FALSE
479,101,,100,6/6/2021,16:30,17:13,FALSE
480,100,,100,6/6/2021,16:53,17:24,TRUE
481,100,,100,6/6/2021,17:48,18:08,TRUE
482,100,,100,6/6/2021,19:15,19:44,TRUE
483,111,,100,6/7/2021,10:00,10:38,FALSE
484,101,,100,6/7/2021,10:10,10:35,TRUE
485,108,,100,6/7/2021,10:30,11:07,FALSE
486,101,,100,6/7/2021,18:29,18:54,TRUE
487,102,,100,6/7/2021,19:15,20:08,FALSE
488,101,,100,6/7/2021,20:14,20:35,TRUE
489,103,,100,6/8/2021,9:10,9:27,TRUE
490,103,,100,6/8/2021,10:27,10:52,TRUE
491,103,,100,6/8/2021,11:13,11:51,TRUE
492,102,,100,6/8/2021,14:33,14:55,TRUE
493,103,,100,6/8/2021,18:15,19:04,TRUE
494,,34,100,6/8/2021,18:51,19:08,FALSE
495,102,,100,6/8/2021,19:56,20:47,TRUE
496,110,,100,6/8/2021,20:30,21:26,FALSE
497,102,,100,6/8/2021,21:49,22:10,TRUE
498,113,,100,6/9/2021,18:45,19:27,FALSE
499,104,,100,6/9/2021,20:15,20:36,FALSE
500,104,,100,6/10/2021,8:41,9:05,TRUE
501,104,,100,6/10/2021,13:22,13:48,TRUE
502,107,,100,6/10/2021,17:00,17:14,FALSE
503,109,,100,6/10/2021,18:15,18:56,FALSE
504,104,,100,6/10/2021,20:02,20:44,TRUE
505,105,,100,6/11/2021,8:11,8:39,TRUE
506,105,,100,6/11/2021,10:07,10:52,TRUE
507,112,,100,6/11/2021,10:45,11:35,FALSE
508,106,,100,6/11/2021,11:45,12:15,TRUE
509,106,,100,6/11/2021,13:32,13:57,TRUE
510,,35,100,6/11/2021,14:01,14:13,FALSE
511,106,,100,6/11/2021,16:01,16:23,TRUE
512,106,,100,6/11/2021,17:14,17:41,TRUE
513,105,,100,6/11/2021,19:40,20:05,TRUE
514,109,,100,6/12/2021,8:53,9:30,TRUE
515,109,,100,6/12/2021,8:56,9:16,TRUE
